read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200808_073815/94241340/ccs,COINTEGRATE,4185-5385,"['5/94241340/ccs___0l', '5/94241340/ccs___0r']","['gn', 'pl']",8941,1356546,False
m54312U_200808_073815/161089517/ccs,COINTEGRATE,613-1815 _ 5381-6581,"['/161089517/ccs___0l', '/161089517/ccs___0r', '/161089517/ccs___1l', '/161089517/ccs___1r']","['gn', 'pl', 'pl', 'gn']",15922,1356549,False
m54312U_200808_073815/100665072/ccs,GENOME,4923-6123,"['/100665072/ccs___0l', '/100665072/ccs___0r']","['gn', 'gn']",14950,1356549,False
m54312U_200808_073815/83888406/ccs,GENOME,4972-6172,"['5/83888406/ccs___0l', '5/83888406/ccs___0r']","['gn', 'gn']",11840,1356549,False
m54312U_200808_073815/110037106/ccs,COINTEGRATE,539-1739,"['/110037106/ccs___0l', '/110037106/ccs___0r']","['pl', 'gn']",8938,1356549,False
m54312U_200808_073815/135531137/ccs,COINTEGRATE,3490-4690 _ 8249-9447,"['/135531137/ccs___0l', '/135531137/ccs___0r', '/135531137/ccs___1l']","['gn', 'pl', 'pl']",9448,1356552,False
m54312U_200808_073815/34736225/ccs,COINTEGRATE,907-2107 _ 5670-6871,"['5/34736225/ccs___0l', '5/34736225/ccs___0r', '5/34736225/ccs___1l', '5/34736225/ccs___1r']","['gn', 'pl', 'pl', 'gn']",8441,1356549,False
m54312U_200808_073815/6358641/ccs,COINTEGRATE,3589-4790 _ 8354-9554,"['15/6358641/ccs___0l', '15/6358641/ccs___0r', '15/6358641/ccs___1l', '15/6358641/ccs___1r']","['gn', 'pl', 'pl', 'gn']",20937,1356549,False
m54312U_200808_073815/109906716/ccs,COINTEGRATE,3060-4260 _ 7819-9019,"['/109906716/ccs___0l', '/109906716/ccs___0r', '/109906716/ccs___1l', '/109906716/ccs___1r']","['gn', 'pl', 'pl', 'gn']",9877,1356549,False
m54312U_200808_073815/44827389/ccs,COINTEGRATE,3096-4296,"['5/44827389/ccs___0l', '5/44827389/ccs___0r']","['gn', 'pl']",8096,1356549,False
m54312U_200808_073815/13502750/ccs,COINTEGRATE,8157-9357,"['5/13502750/ccs___0l', '5/13502750/ccs___0r']","['gn', 'pl']",9859,1356546,False
