read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200808_073815/114098511/ccs,pl_multi,4001-5131 _ 8666-9796,"['/114098511/ccs___0l', '/114098511/ccs___0r', '/114098511/ccs___1l', '/114098511/ccs___1r']","['pl', 'pl', 'pl', 'pl']",12524,,False
m54312U_200808_073815/58919519/ccs,GENOME,2872-4002,"['5/58919519/ccs___0l', '5/58919519/ccs___0r']","['gn', 'gn']",13406,1372620,False
m54312U_200808_073815/45484632/ccs,GENOME,7939-9069,"['5/45484632/ccs___0l', '5/45484632/ccs___0r']","['gn', 'gn']",9718,2568276,False
m54312U_200808_073815/79889908/ccs,COINTEGRATE,4945-6075,"['5/79889908/ccs___0l', '5/79889908/ccs___0r']","['gn', 'pl']",7231,1372621,False
m54312U_200808_073815/84083693/ccs,COINTEGRATE,3529-4659,"['5/84083693/ccs___0l', '5/84083693/ccs___0r']","['pl', 'gn']",13215,1372621,False
m54312U_200808_073815/36504824/ccs,COINTEGRATE,3315-4445,"['5/36504824/ccs___0l', '5/36504824/ccs___0r']","['pl', 'gn']",9930,1372621,False
m54312U_200808_073815/159254923/ccs,COINTEGRATE,3168-4299 _ 7833-8963,"['/159254923/ccs___0l', '/159254923/ccs___0r', '/159254923/ccs___1l', '/159254923/ccs___1r']","['gn', 'pl', 'pl', 'gn']",12821,1372620,False
m54312U_200808_073815/75433182/ccs,COINTEGRATE,9584-10714,"['5/75433182/ccs___0l', '5/75433182/ccs___0r']","['gn', 'pl']",12427,1372621,False
m54312U_200808_073815/12585330/ccs,COINTEGRATE,1961-3091,"['5/12585330/ccs___0l', '5/12585330/ccs___0r']","['pl', 'gn']",9615,1372621,False
m54312U_200808_073815/154797873/ccs,COINTEGRATE,7613-8743,"['/154797873/ccs___0l', '/154797873/ccs___0r']","['gn', 'pl']",13068,1372620,False
m54312U_200808_073815/138216034/ccs,COINTEGRATE,908-2038 _ 5576-6706,"['/138216034/ccs___0l', '/138216034/ccs___0r', '/138216034/ccs___1l', '/138216034/ccs___1r']","['gn', 'pl', 'pl', 'gn']",11570,1372620,False
m54312U_200808_073815/175112240/ccs,COINTEGRATE,6638-7768,"['/175112240/ccs___0l', '/175112240/ccs___0r']","['gn', 'pl']",11454,4505059,False
