read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m64019_201211_010738/3278501/ccs,COINTEGRATE,1704-2904 _ 6463-7663,"['38/3278501/ccs___0l', '38/3278501/ccs___0r', '38/3278501/ccs___1l', '38/3278501/ccs___1r']","['gn', 'pl', 'pl', 'gn']",17562,1372608,False
m64019_201211_010738/110103323/ccs,COINTEGRATE,4488-5688,"['/110103323/ccs___0l', '/110103323/ccs___0r']","['gn', 'pl']",7826,1372611,False
m64019_201211_010738/172819562/ccs,COINTEGRATE,6447-7647,"['/172819562/ccs___0l', '/172819562/ccs___0r']","['gn', 'pl']",9019,1372611,False
m64019_201211_010738/161416980/ccs,COINTEGRATE,15671-16871,"['/161416980/ccs___0l', '/161416980/ccs___0r']","['gn', 'pl']",19364,1372611,False
m64019_201211_010738/3148079/ccs,GENOME,2404-3604,"['38/3148079/ccs___0l', '38/3148079/ccs___0r']","['gn', 'gn']",10540,1372611,False
m64019_201211_010738/10815002/ccs,COINTEGRATE,6439-7639,"['8/10815002/ccs___0l', '8/10815002/ccs___0r']","['gn', 'pl']",10293,1372611,False
m64019_201211_010738/73729817/ccs,COINTEGRATE,3129-4331 _ 7890-9090,"['8/73729817/ccs___0l', '8/73729817/ccs___0r', '8/73729817/ccs___1l', '8/73729817/ccs___1r']","['gn', 'pl', 'pl', 'gn']",9672,1372609,False
m64019_201211_010738/22350656/ccs,COINTEGRATE,2340-3540 _ 7099-8299,"['8/22350656/ccs___0l', '8/22350656/ccs___0r', '8/22350656/ccs___1l', '8/22350656/ccs___1r']","['gn', 'pl', 'pl', 'gn']",14995,1372611,False
m64019_201211_010738/26216880/ccs,COINTEGRATE,686-1886,"['8/26216880/ccs___0l', '8/26216880/ccs___0r']","['pl', 'gn']",10169,1372608,False
m64019_201211_010738/29951784/ccs,COINTEGRATE,2572-3772,"['8/29951784/ccs___0l', '8/29951784/ccs___0r']","['pl', 'gn']",10149,1372611,False
m64019_201211_010738/6687277/ccs,GENOME,3878-5078,"['38/6687277/ccs___0l', '38/6687277/ccs___0r']","['gn', 'gn']",9869,1372611,False
m64019_201211_010738/84477064/ccs,COINTEGRATE,3093-4293,"['8/84477064/ccs___0l', '8/84477064/ccs___0r']","['pl', 'gn']",8242,1372611,False
m64019_201211_010738/40830304/ccs,COINTEGRATE,666-1866,"['8/40830304/ccs___0l', '8/40830304/ccs___0r']","['pl', 'gn']",9072,1372611,False
m64019_201211_010738/22087328/ccs,COINTEGRATE,3373-4573 _ 8136-9336,"['8/22087328/ccs___0l', '8/22087328/ccs___0r', '8/22087328/ccs___1l', '8/22087328/ccs___1r']","['gn', 'pl', 'pl', 'gn']",9618,1372611,False
m64019_201211_010738/6488638/ccs,COINTEGRATE,1052-2252 _ 5811-7011,"['38/6488638/ccs___0l', '38/6488638/ccs___0r', '38/6488638/ccs___1l', '38/6488638/ccs___1r']","['gn', 'pl', 'pl', 'gn']",10649,1372609,False
m64019_201211_010738/73402851/ccs,COINTEGRATE,6465-7665 _ 11226-12426,"['8/73402851/ccs___0l', '8/73402851/ccs___0r', '8/73402851/ccs___1l', '8/73402851/ccs___1r']","['gn', 'pl', 'pl', 'gn']",13056,1372611,False
m64019_201211_010738/95290545/ccs,COINTEGRATE,906-2106 _ 5664-6864,"['8/95290545/ccs___0l', '8/95290545/ccs___0r', '8/95290545/ccs___1l', '8/95290545/ccs___1r']","['gn', 'pl', 'pl', 'gn']",10572,1372611,False
m64019_201211_010738/98764647/ccs,COINTEGRATE,11613-12813,"['8/98764647/ccs___0l', '8/98764647/ccs___0r']","['gn', 'pl']",14073,1372608,False
m64019_201211_010738/14157651/ccs,COINTEGRATE,8424-9624 _ 13184-14383,"['8/14157651/ccs___0l', '8/14157651/ccs___0r', '8/14157651/ccs___1l', '8/14157651/ccs___1r']","['gn', 'pl', 'pl', 'gn']",18266,1372608,False
m64019_201211_010738/134481937/ccs,COINTEGRATE,359-1559,"['/134481937/ccs___0l', '/134481937/ccs___0r']","['pl', 'gn']",8412,1372608,False
m64019_201211_010738/25561370/ccs,COINTEGRATE,790-1990 _ 5549-6749,"['8/25561370/ccs___0l', '8/25561370/ccs___0r', '8/25561370/ccs___1l', '8/25561370/ccs___1r']","['gn', 'pl', 'pl', 'gn']",7751,1372611,False
m64019_201211_010738/95028565/ccs,pl_multi,941-2141 _ 5700-6900,"['8/95028565/ccs___0l', '8/95028565/ccs___0r', '8/95028565/ccs___1l', '8/95028565/ccs___1r']","['pl', 'pl', 'pl', 'pl']",8708,,False
m64019_201211_010738/175899424/ccs,COINTEGRATE,245-1445 _ 5004-6204,"['/175899424/ccs___0l', '/175899424/ccs___0r', '/175899424/ccs___1l', '/175899424/ccs___1r']","['gn', 'pl', 'pl', 'gn']",9146,1372608,False
