read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200818_234926/90966487/ccs,GENOME,9358-10522,"['6/90966487/ccs___0l', '6/90966487/ccs___0r']","['gn', 'gn']",11903,1356558,False
m54312U_200818_234926/51511532/ccs,pl_multi,3629-4793 _ 8328-9492,"['6/51511532/ccs___0l', '6/51511532/ccs___0r', '6/51511532/ccs___1l', '6/51511532/ccs___1r']","['pl', 'pl', 'pl', 'pl']",11598,,False
m54312U_200818_234926/57543202/ccs,pl_multi,3118-4282 _ 7817-8980,"['6/57543202/ccs___0l', '6/57543202/ccs___0r', '6/57543202/ccs___1l', '6/57543202/ccs___1r']","['pl', 'pl', 'pl', 'pl']",11917,,False
m54312U_200818_234926/13304912/ccs,pl_multi,1610-2774 _ 6309-7472 _ 11007-12173,"['6/13304912/ccs___0l', '6/13304912/ccs___0r', '6/13304912/ccs___1l', '6/13304912/ccs___1r', '6/13304912/ccs___2l']","['pl', 'pl', 'pl', 'pl', 'pl']",12192,,False
m54312U_200818_234926/87622287/ccs,pl_multi,3656-4820 _ 8355-9519,"['6/87622287/ccs___0l', '6/87622287/ccs___0r', '6/87622287/ccs___1l', '6/87622287/ccs___1r']","['pl', 'pl', 'pl', 'pl']",11477,,False
m54312U_200818_234926/99945198/ccs,GENOME,7751-8915,"['6/99945198/ccs___0l', '6/99945198/ccs___0r']","['gn', 'gn']",11160,1885497,False
m54312U_200818_234926/23200946/ccs,GENOME,4756-5920,"['6/23200946/ccs___0l', '6/23200946/ccs___0r']","['gn', 'gn']",11022,2821417,False
m54312U_200818_234926/163907748/ccs,GENOME,513-1677,"['/163907748/ccs___0l', '/163907748/ccs___0r']","['gn', 'gn']",11047,3132781,False
m54312U_200818_234926/103024057/ccs,GENOME,13470-14634,"['/103024057/ccs___0l', '/103024057/ccs___0r']","['gn', 'gn']",16475,1356561,False
m54312U_200818_234926/69470760/ccs,pl_single,3383-4547,"['6/69470760/ccs___0l', '6/69470760/ccs___0r']","['pl', 'pl']",9078,,False
m54312U_200818_234926/161023947/ccs,COINTEGRATE,3873-5037,"['/161023947/ccs___0l', '/161023947/ccs___0r']","['pl', 'gn']",10010,2822075,False
m54312U_200818_234926/96864996/ccs,COINTEGRATE,294-1457 _ 4993-6157,"['6/96864996/ccs___0l', '6/96864996/ccs___0r', '6/96864996/ccs___1l', '6/96864996/ccs___1r']","['gn', 'pl', 'pl', 'gn']",10679,3480022,False
m54312U_200818_234926/16582529/ccs,COINTEGRATE,3005-4169 _ 7704-8867,"['6/16582529/ccs___0l', '6/16582529/ccs___0r', '6/16582529/ccs___1l', '6/16582529/ccs___1r']","['pl', 'pl', 'pl', 'gn']",15055,1356559,True
m54312U_200818_234926/145295806/ccs,pl_multi,4632-5796 _ 9331-10495,"['/145295806/ccs___0l', '/145295806/ccs___0r', '/145295806/ccs___1l', '/145295806/ccs___1r']","['pl', 'pl', 'pl', 'pl']",13737,,False
m54312U_200818_234926/5767883/ccs,GENOME,4926-6090,"['26/5767883/ccs___0l', '26/5767883/ccs___0r']","['gn', 'gn']",10378,1356559,False
m54312U_200818_234926/44761811/ccs,GENOME,10307-11471,"['6/44761811/ccs___0l', '6/44761811/ccs___0r']","['gn', 'gn']",11887,1757851,False
