read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m64019_201211_010738/179898543/ccs,COINTEGRATE,6571-7346 _ 10862-11637,"['/179898543/ccs___0l', '/179898543/ccs___0r', '/179898543/ccs___1l', '/179898543/ccs___1r']","['gn', 'pl', 'pl', 'gn']",11805,1372693,False
m64019_201211_010738/18810948/ccs,COINTEGRATE,2120-2895,"['8/18810948/ccs___0l', '8/18810948/ccs___0r']","['pl', 'gn']",9221,1372693,False
m64019_201211_010738/91553920/ccs,COINTEGRATE,6717-7492,"['8/91553920/ccs___0l', '8/91553920/ccs___0r']","['gn', 'pl']",9665,1372693,False
m64019_201211_010738/100663670/ccs,COINTEGRATE,1732-2508 _ 6026-6801,"['/100663670/ccs___0l', '/100663670/ccs___0r', '/100663670/ccs___1l', '/100663670/ccs___1r']","['gn', 'pl', 'pl', 'gn']",21223,1372693,False
m64019_201211_010738/61932150/ccs,COINTEGRATE,810-1585 _ 5101-5876,"['8/61932150/ccs___0l', '8/61932150/ccs___0r', '8/61932150/ccs___1l', '8/61932150/ccs___1r']","['gn', 'pl', 'pl', 'gn']",7756,1372693,False
m64019_201211_010738/76153764/ccs,COINTEGRATE,1140-1915,"['8/76153764/ccs___0l', '8/76153764/ccs___0r']","['pl', 'gn']",8254,1372693,False
m64019_201211_010738/74776996/ccs,COINTEGRATE,258-1033,"['8/74776996/ccs___0l', '8/74776996/ccs___0r']","['pl', 'gn']",9428,1372694,False
m64019_201211_010738/76087965/ccs,COINTEGRATE,2310-3086 _ 6604-7381,"['8/76087965/ccs___0l', '8/76087965/ccs___0r', '8/76087965/ccs___1l', '8/76087965/ccs___1r']","['gn', 'pl', 'pl', 'gn']",9605,1372693,False
m64019_201211_010738/163120981/ccs,COINTEGRATE,12612-13388,"['/163120981/ccs___0l', '/163120981/ccs___0r']","['gn', 'pl']",16021,1372693,False
m64019_201211_010738/163318547/ccs,COINTEGRATE,1999-2773,"['/163318547/ccs___0l', '/163318547/ccs___0r']","['pl', 'gn']",7580,1372693,False
m64019_201211_010738/116326574/ccs,COINTEGRATE,4048-4822,"['/116326574/ccs___0l', '/116326574/ccs___0r']","['pl', 'gn']",10393,1372693,False
m64019_201211_010738/85787980/ccs,COINTEGRATE,7271-8048,"['8/85787980/ccs___0l', '8/85787980/ccs___0r']","['gn', 'pl']",10010,1372694,False
m64019_201211_010738/46531681/ccs,COINTEGRATE,818-1602,"['8/46531681/ccs___0l', '8/46531681/ccs___0r']","['pl', 'gn']",7882,1372689,False
