read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200818_234926/148571352/ccs,GENOME,2354-3129,"['/148571352/ccs___0l', '/148571352/ccs___0r']","['gn', 'gn']",12993,1356631,False
m54312U_200818_234926/172755391/ccs,COINTEGRATE,3667-4442,"['/172755391/ccs___0l', '/172755391/ccs___0r']","['pl', 'gn']",8802,1356631,False
m54312U_200818_234926/14680308/ccs,GENOME,5576-6351,"['6/14680308/ccs___0l', '6/14680308/ccs___0r']","['gn', 'gn']",13043,1356631,False
m54312U_200818_234926/10814779/ccs,GENOME,391-1166,"['6/10814779/ccs___0l', '6/10814779/ccs___0r']","['gn', 'gn']",11132,1356631,False
m54312U_200818_234926/32769472/ccs,GENOME,1440-2215,"['6/32769472/ccs___0l', '6/32769472/ccs___0r']","['gn', 'gn']",11738,1356631,False
m54312U_200818_234926/50463882/ccs,GENOME,12119-12894,"['6/50463882/ccs___0l', '6/50463882/ccs___0r']","['gn', 'gn']",17159,1356631,False
m54312U_200818_234926/14484450/ccs,GENOME,2515-3290,"['6/14484450/ccs___0l', '6/14484450/ccs___0r']","['gn', 'gn']",9094,1356631,False
m54312U_200818_234926/80675056/ccs,GENOME,5687-6462,"['6/80675056/ccs___0l', '6/80675056/ccs___0r']","['gn', 'gn']",8440,1356631,False
m54312U_200818_234926/107939973/ccs,partialRead,16-791,['/107939973/ccs___0r'],['gn'],17796,1356631,False
m54312U_200818_234926/111151197/ccs,GENOME,2349-3124,"['/111151197/ccs___0l', '/111151197/ccs___0r']","['gn', 'gn']",13304,1356631,False
m54312U_200818_234926/97714366/ccs,GENOME,3949-4724,"['6/97714366/ccs___0l', '6/97714366/ccs___0r']","['gn', 'gn']",7737,1356631,False
m54312U_200818_234926/6489627/ccs,partialRead,9-784,['26/6489627/ccs___0r'],['gn'],15678,1356631,False
m54312U_200818_234926/117900621/ccs,GENOME,6982-7757,"['/117900621/ccs___0l', '/117900621/ccs___0r']","['gn', 'gn']",9772,1356631,False
m54312U_200818_234926/70060650/ccs,partialRead,4-779,['6/70060650/ccs___0r'],['gn'],14148,1356631,False
m54312U_200818_234926/25102771/ccs,GENOME,1218-1993,"['6/25102771/ccs___0l', '6/25102771/ccs___0r']","['gn', 'gn']",10017,1356631,False
