read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200808_073815/42598480/ccs,GENOME,4040-5170,"['5/42598480/ccs___0l', '5/42598480/ccs___0r']","['gn', 'gn']",10680,687491,False
m54312U_200808_073815/12912217/ccs,COINTEGRATE,2965-4095,"['5/12912217/ccs___0l', '5/12912217/ccs___0r']","['pl', 'gn']",12707,2658647,False
m54312U_200808_073815/138086690/ccs,COINTEGRATE,6616-7746,"['/138086690/ccs___0l', '/138086690/ccs___0r']","['gn', 'pl']",11796,2658652,False
m54312U_200808_073815/126290149/ccs,GENOME,669-1799,"['/126290149/ccs___0l', '/126290149/ccs___0r']","['gn', 'gn']",13131,3471381,False
m54312U_200808_073815/90768969/ccs,COINTEGRATE,14815-15945,"['5/90768969/ccs___0l', '5/90768969/ccs___0r']","['gn', 'pl']",16577,3064108,False
m54312U_200808_073815/90768946/ccs,COINTEGRATE,894-2024,"['5/90768946/ccs___0l', '5/90768946/ccs___0r']","['pl', 'gn']",11415,2658652,False
m54312U_200808_073815/164562288/ccs,COINTEGRATE,7952-9082 _ 12617-13747,"['/164562288/ccs___0l', '/164562288/ccs___0r', '/164562288/ccs___1l', '/164562288/ccs___1r']","['gn', 'pl', 'pl', 'gn']",15125,2658647,False
m54312U_200808_073815/110560577/ccs,GENOME,2055-3185,"['/110560577/ccs___0l', '/110560577/ccs___0r']","['gn', 'gn']",8702,4110394,False
m54312U_200808_073815/126223708/ccs,COINTEGRATE,3975-5107 _ 8648-9778 _ 13319-14450,"['/126223708/ccs___0l', '/126223708/ccs___0r', '/126223708/ccs___1l', '/126223708/ccs___1r', '/126223708/ccs___2l', '/126223708/ccs___2r']","['gn', 'pl', 'pl', 'pl', 'pl', 'pl']",16679,2658647,True
m54312U_200808_073815/30082624/ccs,pl_single,3472-4602,"['5/30082624/ccs___0l', '5/30082624/ccs___0r']","['pl', 'pl']",7343,,False
m54312U_200808_073815/153027637/ccs,COINTEGRATE,3841-4971 _ 8510-9641,"['/153027637/ccs___0l', '/153027637/ccs___0r', '/153027637/ccs___1l', '/153027637/ccs___1r']","['gn', 'pl', 'pl', 'gn']",13602,1476754,False
m54312U_200808_073815/176160878/ccs,COINTEGRATE,6503-7633,"['/176160878/ccs___0l', '/176160878/ccs___0r']","['gn', 'pl']",11190,2658652,False
