read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200808_073815/172426187/ccs,COINTEGRATE,5396-6526,"['/172426187/ccs___0l', '/172426187/ccs___0r']","['gn', 'pl']",7815,1372621,False
m54312U_200808_073815/31524679/ccs,COINTEGRATE,4112-5242,"['5/31524679/ccs___0l', '5/31524679/ccs___0r']","['gn', 'pl']",9893,1372621,False
m54312U_200808_073815/39977076/ccs,COINTEGRATE,3701-4832 _ 8369-9499,"['5/39977076/ccs___0l', '5/39977076/ccs___0r', '5/39977076/ccs___1l', '5/39977076/ccs___1r']","['gn', 'pl', 'pl', 'gn']",11682,1372620,False
m54312U_200808_073815/140052906/ccs,COINTEGRATE,3574-4704,"['/140052906/ccs___0l', '/140052906/ccs___0r']","['pl', 'gn']",14753,1372621,False
m54312U_200808_073815/119799845/ccs,COINTEGRATE,3354-4484 _ 8020-9150,"['/119799845/ccs___0l', '/119799845/ccs___0r', '/119799845/ccs___1l', '/119799845/ccs___1r']","['gn', 'pl', 'pl', 'gn']",12104,1372623,False
m54312U_200808_073815/86376563/ccs,COINTEGRATE,4707-5837 _ 9384-10515,"['5/86376563/ccs___0l', '5/86376563/ccs___0r', '5/86376563/ccs___1l', '5/86376563/ccs___1r']","['gn', 'pl', 'pl', 'gn']",14535,955563,False
m54312U_200808_073815/48301891/ccs,COINTEGRATE,10578-11708,"['5/48301891/ccs___0l', '5/48301891/ccs___0r']","['gn', 'pl']",16248,1372625,False
m54312U_200808_073815/73465952/ccs,COINTEGRATE,315-1445,"['5/73465952/ccs___0l', '5/73465952/ccs___0r']","['pl', 'gn']",7929,1702341,False
m54312U_200808_073815/22152924/ccs,GENOME,2075-3205,"['5/22152924/ccs___0l', '5/22152924/ccs___0r']","['gn', 'gn']",12832,1372621,False
m54312U_200808_073815/85986016/ccs,COINTEGRATE,2170-3300,"['5/85986016/ccs___0l', '5/85986016/ccs___0r']","['pl', 'gn']",9598,2058837,False
m54312U_200808_073815/143852889/ccs,COINTEGRATE,3800-4930,"['/143852889/ccs___0l', '/143852889/ccs___0r']","['pl', 'gn']",10388,1372621,False
m54312U_200808_073815/17369425/ccs,COINTEGRATE,2198-3328,"['5/17369425/ccs___0l', '5/17369425/ccs___0r']","['pl', 'gn']",11313,1372620,False
m54312U_200808_073815/139658731/ccs,COINTEGRATE,1065-2195 _ 5732-6862,"['/139658731/ccs___0l', '/139658731/ccs___0r', '/139658731/ccs___1l', '/139658731/ccs___1r']","['pl', 'pl', 'pl', 'gn']",15134,1372620,True
m54312U_200808_073815/60752965/ccs,GENOME,12839-13969,"['5/60752965/ccs___0l', '5/60752965/ccs___0r']","['gn', 'gn']",14825,402752,False
m54312U_200808_073815/77135934/ccs,COINTEGRATE,3517-4647,"['5/77135934/ccs___0l', '5/77135934/ccs___0r']","['gn', 'pl']",8473,1372621,False
m54312U_200808_073815/64489776/ccs,COINTEGRATE,2644-3774,"['5/64489776/ccs___0l', '5/64489776/ccs___0r']","['gn', 'pl']",7759,4509438,False
m54312U_200808_073815/16909908/ccs,GENOME,5907-7037,"['5/16909908/ccs___0l', '5/16909908/ccs___0r']","['gn', 'gn']",9516,337237,False
m54312U_200808_073815/167053360/ccs,COINTEGRATE,154-1286 _ 4824-5954,"['/167053360/ccs___0l', '/167053360/ccs___0r', '/167053360/ccs___1l', '/167053360/ccs___1r']","['gn', 'pl', 'pl', 'gn']",15394,2828301,False
m54312U_200808_073815/134874516/ccs,pl_multi,636-1766 _ 5303-6433 _ 9968-11098,"['/134874516/ccs___0l', '/134874516/ccs___0r', '/134874516/ccs___1l', '/134874516/ccs___1r', '/134874516/ccs___2l', '/134874516/ccs___2r']","['pl', 'pl', 'pl', 'pl', 'pl', 'pl']",11313,,False
