read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200808_073815/104597086/ccs,COINTEGRATE,3639-4769,"['/104597086/ccs___0l', '/104597086/ccs___0r']","['pl', 'gn']",14776,2658648,False
m54312U_200808_073815/145818480/ccs,pl_multi,2988-4118 _ 7656-8787,"['/145818480/ccs___0l', '/145818480/ccs___0r', '/145818480/ccs___1l', '/145818480/ccs___1r']","['pl', 'pl', 'pl', 'pl']",11263,,False
m54312U_200808_073815/19597570/ccs,pl_multi,131-1261 _ 4797-5927,"['5/19597570/ccs___0l', '5/19597570/ccs___0r', '5/19597570/ccs___1l', '5/19597570/ccs___1r']","['pl', 'pl', 'pl', 'pl']",7112,,False
m54312U_200808_073815/166068910/ccs,GENOME,5472-6602,"['/166068910/ccs___0l', '/166068910/ccs___0r']","['gn', 'gn']",7404,3472287,False
m54312U_200808_073815/50660801/ccs,COINTEGRATE,6834-7964,"['5/50660801/ccs___0l', '5/50660801/ccs___0r']","['gn', 'pl']",11602,2658647,False
m54312U_200808_073815/9176847/ccs,GENOME,4125-5255,"['15/9176847/ccs___0l', '15/9176847/ccs___0r']","['gn', 'gn']",12466,4489141,False
m54312U_200808_073815/169018372/ccs,COINTEGRATE,3537-4667,"['/169018372/ccs___0l', '/169018372/ccs___0r']","['pl', 'gn']",10559,2658652,False
m54312U_200808_073815/19464310/ccs,COINTEGRATE,4461-5591 _ 8732-9862,"['5/19464310/ccs___0l', '5/19464310/ccs___0r', '5/19464310/ccs___1l', '5/19464310/ccs___1r']","['pl', 'gn', 'gn', 'pl']",10822,2658652,False
m54312U_200808_073815/44500748/ccs,pl_single,2260-3390,"['5/44500748/ccs___0l', '5/44500748/ccs___0r']","['pl', 'pl']",5890,,False
m54312U_200808_073815/136774382/ccs,COINTEGRATE,5579-6709,"['/136774382/ccs___0l', '/136774382/ccs___0r']","['gn', 'pl']",8193,2658652,False
m54312U_200808_073815/59312632/ccs,COINTEGRATE,2883-4013 _ 7548-8678,"['5/59312632/ccs___0l', '5/59312632/ccs___0r', '5/59312632/ccs___1l', '5/59312632/ccs___1r']","['gn', 'pl', 'pl', 'gn']",9940,2658647,False
m54312U_200808_073815/50399869/ccs,COINTEGRATE,1777-2907,"['5/50399869/ccs___0l', '5/50399869/ccs___0r']","['pl', 'gn']",9791,2658652,False
m54312U_200808_073815/154468408/ccs,COINTEGRATE,2914-4044,"['/154468408/ccs___0l', '/154468408/ccs___0r']","['pl', 'gn']",9023,2658647,False
m54312U_200808_073815/2427150/ccs,COINTEGRATE,7669-8799,"['15/2427150/ccs___0l', '15/2427150/ccs___0r']","['gn', 'pl']",11141,3282028,False
m54312U_200808_073815/41223168/ccs,COINTEGRATE,1927-3057,"['5/41223168/ccs___0l', '5/41223168/ccs___0r']","['gn', 'pl']",7453,2658648,False
m54312U_200808_073815/98372254/ccs,COINTEGRATE,628-1758,"['5/98372254/ccs___0l', '5/98372254/ccs___0r']","['pl', 'gn']",8715,2658652,False
m54312U_200808_073815/168692508/ccs,GENOME,7224-8354,"['/168692508/ccs___0l', '/168692508/ccs___0r']","['gn', 'gn']",11723,3314110,False
m54312U_200808_073815/118882576/ccs,COINTEGRATE,3738-4868,"['/118882576/ccs___0l', '/118882576/ccs___0r']","['pl', 'gn']",12102,2658652,False
m54312U_200808_073815/180028670/ccs,COINTEGRATE,4632-5762 _ 9303-10434,"['/180028670/ccs___0l', '/180028670/ccs___0r', '/180028670/ccs___1l', '/180028670/ccs___1r']","['gn', 'pl', 'pl', 'gn']",14815,2658652,False
m54312U_200808_073815/83035195/ccs,pl_multi,1199-2329 _ 5866-6996,"['5/83035195/ccs___0l', '5/83035195/ccs___0r', '5/83035195/ccs___1l', '5/83035195/ccs___1r']","['pl', 'pl', 'pl', 'pl']",10060,,False
m54312U_200808_073815/2229865/ccs,COINTEGRATE,3615-4745,"['15/2229865/ccs___0l', '15/2229865/ccs___0r']","['pl', 'gn']",8657,287964,False
m54312U_200808_073815/56297750/ccs,COINTEGRATE,12383-13513,"['5/56297750/ccs___0l', '5/56297750/ccs___0r']","['gn', 'pl']",17212,2898473,False
m54312U_200808_073815/103877466/ccs,pl_multi,4149-5279 _ 8816-9946 _ 13482-14612,"['/103877466/ccs___0l', '/103877466/ccs___0r', '/103877466/ccs___1l', '/103877466/ccs___1r', '/103877466/ccs___2l', '/103877466/ccs___2r']","['pl', 'pl', 'pl', 'pl', 'pl', 'pl']",18144,,False
m54312U_200808_073815/82969825/ccs,COINTEGRATE,4043-5173,"['5/82969825/ccs___0l', '5/82969825/ccs___0r']","['gn', 'pl']",6426,2658652,False
m54312U_200808_073815/47122109/ccs,COINTEGRATE,7408-8538,"['5/47122109/ccs___0l', '5/47122109/ccs___0r']","['gn', 'pl']",11710,400984,False
m54312U_200808_073815/127271521/ccs,COINTEGRATE,3671-4801,"['/127271521/ccs___0l', '/127271521/ccs___0r']","['pl', 'gn']",9754,2658652,False
m54312U_200808_073815/95158851/ccs,GENOME,6988-8118,"['5/95158851/ccs___0l', '5/95158851/ccs___0r']","['gn', 'gn']",9263,2517198,False
