read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200807_012324/120982318/ccs,pl_multi,2569-3345 _ 6865-7640 _ 11157-11932,"['/120982318/ccs___0l', '/120982318/ccs___0r', '/120982318/ccs___1l', '/120982318/ccs___1r', '/120982318/ccs___2l', '/120982318/ccs___2r']","['pl', 'pl', 'pl', 'pl', 'pl', 'pl']",14063,,False
m54312U_200807_012324/106104699/ccs,partialRead,4-779,['/106104699/ccs___0r'],['gn'],13713,3557733,False
m54312U_200807_012324/164890552/ccs,GENOME,80-855,"['/164890552/ccs___0l', '/164890552/ccs___0r']","['gn', 'gn']",11581,3557733,False
m54312U_200807_012324/43909594/ccs,partialRead,9-784,['4/43909594/ccs___0r'],['gn'],7341,3557733,False
m54312U_200807_012324/90112124/ccs,GENOME,2592-3367,"['4/90112124/ccs___0l', '4/90112124/ccs___0r']","['gn', 'gn']",14711,3557733,False
m54312U_200807_012324/164823288/ccs,GENOME,2856-3631,"['/164823288/ccs___0l', '/164823288/ccs___0r']","['gn', 'gn']",13841,3557733,False
m54312U_200807_012324/39454545/ccs,partialRead,4-779,['4/39454545/ccs___0r'],['gn'],7770,3557733,False
m54312U_200807_012324/142082487/ccs,partialRead,10-785,['/142082487/ccs___0r'],['gn'],11242,3557733,False
m54312U_200807_012324/38995922/ccs,GENOME,8223-8998,"['4/38995922/ccs___0l', '4/38995922/ccs___0r']","['gn', 'gn']",11202,3557733,False
m54312U_200807_012324/100992129/ccs,GENOME,6601-7376,"['/100992129/ccs___0l', '/100992129/ccs___0r']","['gn', 'gn']",10438,3557733,False
m54312U_200807_012324/54396937/ccs,partialRead,11-786,['4/54396937/ccs___0r'],['gn'],11853,3557733,False
m54312U_200807_012324/100796674/ccs,partialRead,6-781,['/100796674/ccs___0r'],['gn'],10699,3557733,False
m54312U_200807_012324/73074688/ccs,partialRead,10-785,['4/73074688/ccs___0r'],['gn'],10285,3557731,False
m54312U_200807_012324/38405471/ccs,GENOME,4090-4865,"['4/38405471/ccs___0l', '4/38405471/ccs___0r']","['gn', 'gn']",7645,3557733,False
m54312U_200807_012324/18088187/ccs,partialRead,8-783,['4/18088187/ccs___0r'],['gn'],14363,3557733,False
m54312U_200807_012324/107873536/ccs,GENOME,3182-3957,"['/107873536/ccs___0l', '/107873536/ccs___0r']","['gn', 'gn']",6765,3557733,False
m54312U_200807_012324/170526522/ccs,partialRead,9615-10390,['/170526522/ccs___0l'],['gn'],10399,3557733,False
m54312U_200807_012324/177931659/ccs,GENOME,5143-5918,"['/177931659/ccs___0l', '/177931659/ccs___0r']","['gn', 'gn']",9470,3557736,False
m54312U_200807_012324/103678857/ccs,GENOME,8346-9121,"['/103678857/ccs___0l', '/103678857/ccs___0r']","['gn', 'gn']",17421,3557733,False
m54312U_200807_012324/125698154/ccs,GENOME,2649-3424,"['/125698154/ccs___0l', '/125698154/ccs___0r']","['gn', 'gn']",8797,3557733,False
m54312U_200807_012324/25166568/ccs,partialRead,10991-11766,['4/25166568/ccs___0l'],['gn'],11775,3557733,False
m54312U_200807_012324/118359341/ccs,GENOME,1913-2688,"['/118359341/ccs___0l', '/118359341/ccs___0r']","['gn', 'gn']",9583,3557733,False
m54312U_200807_012324/95356612/ccs,partialRead,12-787,['4/95356612/ccs___0r'],['gn'],17296,3557733,False
m54312U_200807_012324/16976045/ccs,partialRead,11-786,['4/16976045/ccs___0r'],['gn'],9312,3557733,False
m54312U_200807_012324/64161374/ccs,GENOME,1188-1963,"['4/64161374/ccs___0l', '4/64161374/ccs___0r']","['gn', 'gn']",9225,3557733,False
m54312U_200807_012324/143655168/ccs,partialRead,9719-10494,['/143655168/ccs___0l'],['gn'],10503,3557734,False
m54312U_200807_012324/121441091/ccs,GENOME,6515-7290,"['/121441091/ccs___0l', '/121441091/ccs___0r']","['gn', 'gn']",9827,3557733,False
m54312U_200807_012324/20450093/ccs,partialRead,4-779,['4/20450093/ccs___0r'],['gn'],12087,3557733,False
m54312U_200807_012324/154796203/ccs,partialRead,10-785,['/154796203/ccs___0r'],['gn'],10218,3557733,False
m54312U_200807_012324/28180487/ccs,GENOME,8225-9000,"['4/28180487/ccs___0l', '4/28180487/ccs___0r']","['gn', 'gn']",11235,3557733,False
m54312U_200807_012324/44827977/ccs,partialRead,0-774,['4/44827977/ccs___0r'],['gn'],8621,3557733,False
m54312U_200807_012324/154206971/ccs,partialRead,12246-13022,['/154206971/ccs___0l'],['gn'],13026,3557733,False
m54312U_200807_012324/142608580/ccs,unknown,85-861,"['/142608580/ccs___0l', '/142608580/ccs___0r']","['unknown', 'gn']",16243,3557733,False
m54312U_200807_012324/175638510/ccs,partialRead,4-780,['/175638510/ccs___0r'],['gn'],17152,3557733,False
m54312U_200807_012324/141756025/ccs,partialRead,10-786,['/141756025/ccs___0r'],['gn'],13746,3557733,False
m54312U_200807_012324/173868696/ccs,partialRead,9-785,['/173868696/ccs___0r'],['gn'],8887,3557733,False
m54312U_200807_012324/75762385/ccs,partialRead,4-780,['4/75762385/ccs___0r'],['gn'],13339,3557733,False
m54312U_200807_012324/165675580/ccs,GENOME,2810-3586,"['/165675580/ccs___0l', '/165675580/ccs___0r']","['gn', 'gn']",9750,3557733,False
m54312U_200807_012324/40438075/ccs,partialRead,4-780,['4/40438075/ccs___0r'],['gn'],10194,3557733,False
m54312U_200807_012324/98763742/ccs,partialRead,9-785,['4/98763742/ccs___0r'],['gn'],10876,3557733,False
m54312U_200807_012324/94700251/ccs,GENOME,12764-13540,"['4/94700251/ccs___0l', '4/94700251/ccs___0r']","['gn', 'gn']",14868,3557733,False
m54312U_200807_012324/165349712/ccs,partialRead,12-788,['/165349712/ccs___0r'],['gn'],21215,3557733,False
m54312U_200807_012324/136907157/ccs,partialRead,9085-9859,['/136907157/ccs___0l'],['gn'],9868,3557733,False
m54312U_200807_012324/169740960/ccs,partialRead,4-778,['/169740960/ccs___0r'],['gn'],9041,3557733,False
m54312U_200807_012324/83297575/ccs,partialRead,9-783,['4/83297575/ccs___0r'],['gn'],6901,3557733,False
m54312U_200807_012324/44237004/ccs,partialRead,23-800,['4/44237004/ccs___0r'],['gn'],19728,3557733,False
m54312U_200807_012324/116131228/ccs,partialRead,4-781,['/116131228/ccs___0r'],['gn'],9106,3557733,False
m54312U_200807_012324/134153024/ccs,partialRead,9-786,['/134153024/ccs___0r'],['gn'],11542,3557733,False
m54312U_200807_012324/163840849/ccs,partialRead,4-781,['/163840849/ccs___0r'],['gn'],8264,3557733,False
m54312U_200807_012324/33097058/ccs,partialRead,15891-16668,['4/33097058/ccs___0l'],['gn'],16683,3557733,False
m54312U_200807_012324/589927/ccs,partialRead,6-783,['324/589927/ccs___0r'],['gn'],24514,3557733,False
m54312U_200807_012324/11536288/ccs,partialRead,10-785,['4/11536288/ccs___0r'],['gn'],7514,3557733,False
m54312U_200807_012324/132448329/ccs,partialRead,0-775,['/132448329/ccs___0r'],['gn'],9858,3557733,False
m54312U_200807_012324/19989614/ccs,partialRead,9190-9963,['4/19989614/ccs___0l'],['gn'],9973,3557733,False
m54312U_200807_012324/179963993/ccs,partialRead,4-782,['/179963993/ccs___0r'],['gn'],10322,3557733,False
m54312U_200807_012324/31262102/ccs,partialRead,9957-10735,['4/31262102/ccs___0l'],['gn'],10738,3557733,False
m54312U_200807_012324/73401822/ccs,GENOME,23740-24514,"['4/73401822/ccs___0l', '4/73401822/ccs___0r']","['gn', 'gn']",24849,3557733,False
m54312U_200807_012324/88017674/ccs,partialRead,13756-14533,['4/88017674/ccs___0l'],['gn'],14537,3557733,False
m54312U_200807_012324/64490202/ccs,GENOME,9452-10227,"['4/64490202/ccs___0l', '4/64490202/ccs___0r']","['gn', 'gn']",10929,3557733,False
m54312U_200807_012324/69077636/ccs,partialRead,9-790,['4/69077636/ccs___0r'],['gn'],18883,3557733,False
m54312U_200807_012324/52757498/ccs,partialRead,9-784,['4/52757498/ccs___0r'],['unknown'],22975,,False
m54312U_200807_012324/83036885/ccs,GENOME,16619-17394,"['4/83036885/ccs___0l', '4/83036885/ccs___0r']","['gn', 'gn']",25476,3557733,False
m54312U_200807_012324/63048339/ccs,partialRead,18434-19211,['4/63048339/ccs___0l'],['gn'],19215,3557733,False
m54312U_200807_012324/140444425/ccs,partialRead,7473-8248,['/140444425/ccs___0l'],['gn'],8257,3557733,False
m54312U_200807_012324/145293496/ccs,GENOME,8957-9737,"['/145293496/ccs___0l', '/145293496/ccs___0r']","['gn', 'gn']",13247,3557733,False
m54312U_200807_012324/104729222/ccs,partialRead,11472-12250,['/104729222/ccs___0l'],['gn'],12259,3557733,False
m54312U_200807_012324/57083111/ccs,GENOME,1745-2520,"['4/57083111/ccs___0l', '4/57083111/ccs___0r']","['gn', 'gn']",8770,3557734,False
m54312U_200807_012324/31917166/ccs,partialRead,4-785,['4/31917166/ccs___0r'],['gn'],10197,3557733,False
m54312U_200807_012324/97913231/ccs,GENOME,944-1732,"['4/97913231/ccs___0l', '4/97913231/ccs___0r']","['gn', 'gn']",14653,3557733,False
