read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200807_012324/35914950/ccs,COINTEGRATE,4462-5239 _ 8758-9533,"['4/35914950/ccs___0l', '4/35914950/ccs___0r', '4/35914950/ccs___1l', '4/35914950/ccs___1r']","['gn', 'pl', 'pl', 'pl']",11919,1356631,True
m54312U_200807_012324/45483304/ccs,COINTEGRATE,6290-7065,"['4/45483304/ccs___0l', '4/45483304/ccs___0r']","['gn', 'pl']",9298,1356631,False
m54312U_200807_012324/98566465/ccs,COINTEGRATE,3517-4292,"['4/98566465/ccs___0l', '4/98566465/ccs___0r']","['pl', 'gn']",16610,1356631,False
m54312U_200807_012324/63833638/ccs,COINTEGRATE,101-876,"['4/63833638/ccs___0l', '4/63833638/ccs___0r']","['pl', 'gn']",12702,1356631,False
m54312U_200807_012324/143918508/ccs,partialRead,8809-9584,['/143918508/ccs___0l'],['gn'],9599,1356631,False
m54312U_200807_012324/51183791/ccs,COINTEGRATE,7087-7862,"['4/51183791/ccs___0l', '4/51183791/ccs___0r']","['gn', 'pl']",8037,1356631,False
m54312U_200807_012324/170657461/ccs,COINTEGRATE,1128-1903,"['/170657461/ccs___0l', '/170657461/ccs___0r']","['pl', 'gn']",11221,1356631,False
m54312U_200807_012324/57147807/ccs,COINTEGRATE,1728-2503 _ 6020-6796,"['4/57147807/ccs___0l', '4/57147807/ccs___0r', '4/57147807/ccs___1l', '4/57147807/ccs___1r']","['gn', 'pl', 'pl', 'gn']",10857,1356631,False
m54312U_200807_012324/131205667/ccs,COINTEGRATE,118-893,"['/131205667/ccs___0l', '/131205667/ccs___0r']","['pl', 'gn']",12349,1356631,False
m54312U_200807_012324/2034175/ccs,GENOME,739-1514,"['24/2034175/ccs___0l', '24/2034175/ccs___0r']","['gn', 'gn']",13390,1356631,False
m54312U_200807_012324/62981272/ccs,COINTEGRATE,9640-10415,"['4/62981272/ccs___0l', '4/62981272/ccs___0r']","['gn', 'pl']",10609,1356631,False
m54312U_200807_012324/59573906/ccs,COINTEGRATE,3493-4268,"['4/59573906/ccs___0l', '4/59573906/ccs___0r']","['pl', 'gn']",7033,1356631,False
m54312U_200807_012324/90375850/ccs,COINTEGRATE,7916-8691 _ 12209-12984,"['4/90375850/ccs___0l', '4/90375850/ccs___0r', '4/90375850/ccs___1l', '4/90375850/ccs___1r']","['gn', 'pl', 'pl', 'gn']",14290,1356631,False
m54312U_200807_012324/56295716/ccs,COINTEGRATE,2337-3112,"['4/56295716/ccs___0l', '4/56295716/ccs___0r']","['pl', 'gn']",10536,1356631,False
m54312U_200807_012324/71696947/ccs,COINTEGRATE,5046-5821 _ 9337-10112,"['4/71696947/ccs___0l', '4/71696947/ccs___0r', '4/71696947/ccs___1l', '4/71696947/ccs___1r']","['gn', 'pl', 'pl', 'pl']",11046,1356631,True
m54312U_200807_012324/4262704/ccs,COINTEGRATE,7300-8075,"['24/4262704/ccs___0l', '24/4262704/ccs___0r']","['gn', 'pl']",9084,1356631,False
m54312U_200807_012324/7472391/ccs,COINTEGRATE,2692-3467 _ 6983-7759,"['24/7472391/ccs___0l', '24/7472391/ccs___0r', '24/7472391/ccs___1l', '24/7472391/ccs___1r']","['gn', 'pl', 'pl', 'gn']",13884,1356631,False
m54312U_200807_012324/17238019/ccs,COINTEGRATE,18061-18836,"['4/17238019/ccs___0l', '4/17238019/ccs___0r']","['gn', 'pl']",20452,1356631,False
m54312U_200807_012324/178194595/ccs,partialRead,6421-7196,['/178194595/ccs___0l'],['gn'],7209,1356631,False
m54312U_200807_012324/102564549/ccs,partialRead,10101-10876,['/102564549/ccs___0l'],['gn'],10883,1356632,False
m54312U_200807_012324/7013408/ccs,pl_multi,2575-3350 _ 6866-7643,"['24/7013408/ccs___0l', '24/7013408/ccs___0r', '24/7013408/ccs___1l', '24/7013408/ccs___1r']","['pl', 'pl', 'pl', 'pl']",9535,,False
m54312U_200807_012324/80151471/ccs,pl_multi,4165-4941 _ 8463-9238 _ 12774-13550,"['4/80151471/ccs___0l', '4/80151471/ccs___0r', '4/80151471/ccs___1l', '4/80151471/ccs___1r', '4/80151471/ccs___2l', '4/80151471/ccs___2r']","['pl', 'pl', 'pl', 'pl', 'pl', 'pl']",16515,,False
m54312U_200807_012324/67635308/ccs,partialRead,7595-8370,['4/67635308/ccs___0l'],['gn'],8377,1356631,False
m54312U_200807_012324/129436049/ccs,COINTEGRATE,1989-2764 _ 6286-7061,"['/129436049/ccs___0l', '/129436049/ccs___0r', '/129436049/ccs___1l', '/129436049/ccs___1r']","['gn', 'pl', 'pl', 'gn']",13344,1356631,False
m54312U_200807_012324/58394442/ccs,partialRead,14290-15065,['4/58394442/ccs___0l'],['gn'],15074,1356631,False
m54312U_200807_012324/58394321/ccs,COINTEGRATE,1155-1930 _ 5448-6223,"['4/58394321/ccs___0l', '4/58394321/ccs___0r', '4/58394321/ccs___1l', '4/58394321/ccs___1r']","['gn', 'pl', 'pl', 'gn']",7506,1356631,False
m54312U_200807_012324/67306760/ccs,COINTEGRATE,1167-1941 _ 5459-6234,"['4/67306760/ccs___0l', '4/67306760/ccs___0r', '4/67306760/ccs___1l', '4/67306760/ccs___1r']","['gn', 'pl', 'pl', 'gn']",13715,1356631,False
m54312U_200807_012324/18548797/ccs,COINTEGRATE,6464-7240 _ 10770-11547,"['4/18548797/ccs___0l', '4/18548797/ccs___0r', '4/18548797/ccs___1l', '4/18548797/ccs___1r']","['gn', 'pl', 'pl', 'gn']",12862,1356631,False
m54312U_200807_012324/59639698/ccs,COINTEGRATE,4038-4814,"['4/59639698/ccs___0l', '4/59639698/ccs___0r']","['pl', 'gn']",14218,1356631,False
m54312U_200807_012324/133627987/ccs,COINTEGRATE,937-1713,"['/133627987/ccs___0l', '/133627987/ccs___0r']","['pl', 'gn']",13656,1356631,False
m54312U_200807_012324/4261356/ccs,COINTEGRATE,5769-6545,"['24/4261356/ccs___0l', '24/4261356/ccs___0r']","['gn', 'pl']",8926,1356631,False
m54312U_200807_012324/119669743/ccs,COINTEGRATE,1246-2023,"['/119669743/ccs___0l', '/119669743/ccs___0r']","['pl', 'gn']",11675,1356631,False
m54312U_200807_012324/128584127/ccs,COINTEGRATE,3525-4300,"['/128584127/ccs___0l', '/128584127/ccs___0r']","['pl', 'gn']",12885,1356631,False
m54312U_200807_012324/152044545/ccs,COINTEGRATE,4392-5170,"['/152044545/ccs___0l', '/152044545/ccs___0r']","['gn', 'pl']",7352,1356631,False
m54312U_200807_012324/3213983/ccs,pl_multi,1022-1796 _ 5317-6095,"['24/3213983/ccs___0l', '24/3213983/ccs___0r', '24/3213983/ccs___1l', '24/3213983/ccs___1r']","['pl', 'pl', 'pl', 'pl']",6972,,False
m54312U_200807_012324/110952468/ccs,pl_multi,1084-1860 _ 5380-6154,"['/110952468/ccs___0l', '/110952468/ccs___0r', '/110952468/ccs___1l', '/110952468/ccs___1r']","['pl', 'pl', 'pl', 'pl']",8609,,False
m54312U_200807_012324/32704353/ccs,partialRead,11-790,['4/32704353/ccs___0r'],['gn'],12628,1356631,False
