read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200808_073815/11667481/ccs,pl_multi,104-1236 _ 4775-5905,"['5/11667481/ccs___0l', '5/11667481/ccs___0r', '5/11667481/ccs___1l', '5/11667481/ccs___1r']","['pl', 'pl', 'pl', 'pl']",10571,,False
m54312U_200808_073815/5113549/ccs,COINTEGRATE,2214-3344 _ 6879-8010,"['15/5113549/ccs___0l', '15/5113549/ccs___0r', '15/5113549/ccs___1l', '15/5113549/ccs___1r']","['gn', 'pl', 'pl', 'gn']",9362,1356559,False
m54312U_200808_073815/112394479/ccs,COINTEGRATE,2273-3403,"['/112394479/ccs___0l', '/112394479/ccs___0r']","['pl', 'gn']",15106,1356561,False
m54312U_200808_073815/59180647/ccs,COINTEGRATE,1273-2404 _ 5940-7070,"['5/59180647/ccs___0l', '5/59180647/ccs___0r', '5/59180647/ccs___1l', '5/59180647/ccs___1r']","['gn', 'pl', 'pl', 'gn']",10810,2723896,False
m54312U_200808_073815/134349799/ccs,COINTEGRATE,1908-3040 _ 6580-7710,"['/134349799/ccs___0l', '/134349799/ccs___0r', '/134349799/ccs___1l', '/134349799/ccs___1r']","['gn', 'pl', 'pl', 'gn']",8312,1356559,False
m54312U_200808_073815/167119421/ccs,COINTEGRATE,1960-3090 _ 6626-7756,"['/167119421/ccs___0l', '/167119421/ccs___0r', '/167119421/ccs___1l', '/167119421/ccs___1r']","['gn', 'pl', 'pl', 'gn']",17720,1356559,False
m54312U_200808_073815/172753889/ccs,COINTEGRATE,12212-13343 _ 16879-18009,"['/172753889/ccs___0l', '/172753889/ccs___0r', '/172753889/ccs___1l', '/172753889/ccs___1r']","['gn', 'pl', 'pl', 'gn']",18064,2241761,False
m54312U_200808_073815/155649903/ccs,COINTEGRATE,2329-3459,"['/155649903/ccs___0l', '/155649903/ccs___0r']","['pl', 'gn']",8570,1356559,False
m54312U_200808_073815/161090211/ccs,COINTEGRATE,4976-6106,"['/161090211/ccs___0l', '/161090211/ccs___0r']","['gn', 'pl']",9802,1356559,False
m54312U_200808_073815/87032205/ccs,COINTEGRATE,2657-3787,"['5/87032205/ccs___0l', '5/87032205/ccs___0r']","['pl', 'gn']",9892,1356559,False
m54312U_200808_073815/8390970/ccs,COINTEGRATE,1022-2152 _ 5689-6819,"['15/8390970/ccs___0l', '15/8390970/ccs___0r', '15/8390970/ccs___1l', '15/8390970/ccs___1r']","['pl', 'pl', 'pl', 'gn']",10713,4124543,True
m54312U_200808_073815/33557106/ccs,GENOME,1585-2715,"['5/33557106/ccs___0l', '5/33557106/ccs___0r']","['gn', 'gn']",10598,1356558,False
m54312U_200808_073815/143197736/ccs,COINTEGRATE,7789-8919,"['/143197736/ccs___0l', '/143197736/ccs___0r']","['gn', 'pl']",9421,1356561,False
m54312U_200808_073815/165085487/ccs,GENOME,2961-4091,"['/165085487/ccs___0l', '/165085487/ccs___0r']","['gn', 'gn']",8780,1356558,False
m54312U_200808_073815/125698663/ccs,COINTEGRATE,7662-8792,"['/125698663/ccs___0l', '/125698663/ccs___0r']","['gn', 'pl']",12872,3510065,False
m54312U_200808_073815/85197647/ccs,COINTEGRATE,3942-5072,"['5/85197647/ccs___0l', '5/85197647/ccs___0r']","['pl', 'gn']",8930,1356559,False
m54312U_200808_073815/131139080/ccs,pl_multi,786-1916 _ 5453-6583 _ 10120-11250,"['/131139080/ccs___0l', '/131139080/ccs___0r', '/131139080/ccs___1l', '/131139080/ccs___1r', '/131139080/ccs___2l', '/131139080/ccs___2r']","['pl', 'pl', 'pl', 'pl', 'pl', 'pl']",14758,,False
m54312U_200808_073815/164432449/ccs,COINTEGRATE,431-1561,"['/164432449/ccs___0l', '/164432449/ccs___0r']","['pl', 'gn']",11469,1356559,False
m54312U_200808_073815/11274669/ccs,COINTEGRATE,18257-19388 _ 22928-24062,"['5/11274669/ccs___0l', '5/11274669/ccs___0r', '5/11274669/ccs___1l', '5/11274669/ccs___1r']","['gn', 'pl', 'pl', 'gn']",25041,1356559,False
m54312U_200808_073815/112590914/ccs,GENOME,5563-6694,"['/112590914/ccs___0l', '/112590914/ccs___0r']","['gn', 'gn']",14313,4042000,False
m54312U_200808_073815/144639287/ccs,COINTEGRATE,4594-5725,"['/144639287/ccs___0l', '/144639287/ccs___0r']","['pl', 'gn']",10098,1356558,False
m54312U_200808_073815/84937050/ccs,unknown,4501-5632 _ 9168-10299,"['5/84937050/ccs___0l', '5/84937050/ccs___0r', '5/84937050/ccs___1l', '5/84937050/ccs___1r']","['gn', 'pl', 'unknown', 'gn']",10782,1356558,False
m54312U_200808_073815/118032844/ccs,COINTEGRATE,812-1944,"['/118032844/ccs___0l', '/118032844/ccs___0r']","['pl', 'gn']",20777,1356559,False
m54312U_200808_073815/175048088/ccs,COINTEGRATE,13143-14273,"['/175048088/ccs___0l', '/175048088/ccs___0r']","['gn', 'pl']",17740,1356558,False
