read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200818_234926/11666425/ccs,partialRead,4-779,['6/11666425/ccs___0r'],['gn'],11543,3557733,False
m54312U_200818_234926/176556074/ccs,GENOME,751-1526,"['/176556074/ccs___0l', '/176556074/ccs___0r']","['gn', 'gn']",8049,3557731,False
m54312U_200818_234926/168625662/ccs,partialRead,7043-7818,['/168625662/ccs___0l'],['gn'],7827,3557733,False
m54312U_200818_234926/26413016/ccs,partialRead,3-778,['6/26413016/ccs___0r'],['gn'],7366,3557733,False
m54312U_200818_234926/136250900/ccs,partialRead,13296-14071,['/136250900/ccs___0l'],['gn'],14078,3557733,False
m54312U_200818_234926/136121158/ccs,partialRead,9-784,['/136121158/ccs___0r'],['gn'],9515,3557733,False
m54312U_200818_234926/154009602/ccs,partialRead,6-781,['/154009602/ccs___0r'],['gn'],11707,3557733,False
m54312U_200818_234926/54788918/ccs,partialRead,9-784,['6/54788918/ccs___0r'],['gn'],11015,4332058,False
m54312U_200818_234926/50922755/ccs,GENOME,9449-10224,"['6/50922755/ccs___0l', '6/50922755/ccs___0r']","['gn', 'gn']",10719,3557733,False
m54312U_200818_234926/29231284/ccs,GENOME,1194-1969,"['6/29231284/ccs___0l', '6/29231284/ccs___0r']","['gn', 'gn']",12090,3557733,False
m54312U_200818_234926/100204565/ccs,GENOME,7741-8516,"['/100204565/ccs___0l', '/100204565/ccs___0r']","['gn', 'gn']",11302,3557731,False
m54312U_200818_234926/50856776/ccs,partialRead,6517-7292,['6/50856776/ccs___0l'],['gn'],7304,3557733,False
m54312U_200818_234926/89063496/ccs,partialRead,11560-12335,['6/89063496/ccs___0l'],['gn'],12344,3557733,False
m54312U_200818_234926/88868083/ccs,GENOME,2941-3716,"['6/88868083/ccs___0l', '6/88868083/ccs___0r']","['gn', 'gn']",13848,3557733,False
m54312U_200818_234926/117246107/ccs,partialRead,9424-10199,['/117246107/ccs___0l'],['gn'],10203,3557733,False
m54312U_200818_234926/71238259/ccs,partialRead,12618-13393,['6/71238259/ccs___0l'],['gn'],13402,3557733,False
m54312U_200818_234926/9176726/ccs,partialRead,4-779,['26/9176726/ccs___0r'],['gn'],13245,3557733,False
m54312U_200818_234926/166201401/ccs,GENOME,6268-7043,"['/166201401/ccs___0l', '/166201401/ccs___0r']","['gn', 'gn']",8742,3557733,False
m54312U_200818_234926/130680580/ccs,partialRead,13193-13968,['/130680580/ccs___0l'],['gn'],13979,3557733,False
m54312U_200818_234926/166003904/ccs,partialRead,4-779,['/166003904/ccs___0r'],['gn'],10266,3557733,False
m54312U_200818_234926/91555079/ccs,GENOME,100-875,"['6/91555079/ccs___0l', '6/91555079/ccs___0r']","['gn', 'gn']",8972,3557733,False
m54312U_200818_234926/137693614/ccs,GENOME,3366-4141,"['/137693614/ccs___0l', '/137693614/ccs___0r']","['gn', 'gn']",14064,3557733,False
m54312U_200818_234926/155058552/ccs,partialRead,7684-8459,['/155058552/ccs___0l'],['gn'],8468,3557733,False
m54312U_200818_234926/158007959/ccs,partialRead,10-786,['/158007959/ccs___0r'],['gn'],11618,3557733,False
m54312U_200818_234926/26543256/ccs,GENOME,8556-9331,"['6/26543256/ccs___0l', '6/26543256/ccs___0r']","['gn', 'gn']",11648,3557731,False
m54312U_200818_234926/156239298/ccs,partialRead,4-780,['/156239298/ccs___0r'],['gn'],14043,3557733,False
m54312U_200818_234926/84937344/ccs,partialRead,8722-9497,['6/84937344/ccs___0l'],['gn'],9511,3557733,False
m54312U_200818_234926/162006279/ccs,GENOME,5762-6538,"['/162006279/ccs___0l', '/162006279/ccs___0r']","['gn', 'gn']",9272,3557733,False
m54312U_200818_234926/136905477/ccs,COINTEGRATE,204-978,"['/136905477/ccs___0l', '/136905477/ccs___0r']","['pl', 'gn']",9361,3557733,False
m54312U_200818_234926/118819011/ccs,partialRead,19306-20080,['/118819011/ccs___0l'],['gn'],20087,3557733,False
m54312U_200818_234926/50267523/ccs,partialRead,5-779,['6/50267523/ccs___0r'],['gn'],11481,3557733,False
m54312U_200818_234926/159056657/ccs,partialRead,4-778,['/159056657/ccs___0r'],['gn'],13615,3557733,False
m54312U_200818_234926/133169160/ccs,partialRead,11117-11892,['/133169160/ccs___0l'],['gn'],11903,3557733,False
m54312U_200818_234926/78905348/ccs,GENOME,20243-21017,"['6/78905348/ccs___0l', '6/78905348/ccs___0r']","['gn', 'gn']",26257,3557731,False
m54312U_200818_234926/95225367/ccs,partialRead,17472-18248,['6/95225367/ccs___0l'],['gn'],18252,3557733,False
m54312U_200818_234926/37553023/ccs,partialRead,9-786,['6/37553023/ccs___0r'],['gn'],14573,3557733,False
m54312U_200818_234926/53477569/ccs,partialRead,4-776,['6/53477569/ccs___0r'],['gn'],23665,3557733,False
m54312U_200818_234926/13895182/ccs,partialRead,9-781,['6/13895182/ccs___0r'],['gn'],10127,3557731,False
m54312U_200818_234926/115673634/ccs,partialRead,4-777,['/115673634/ccs___0r'],['gn'],11650,3557733,False
m54312U_200818_234926/150667583/ccs,partialRead,9-789,['/150667583/ccs___0r'],['gn'],13521,3557733,False
m54312U_200818_234926/5114285/ccs,partialRead,21821-22601,['26/5114285/ccs___0l'],['gn'],22610,3557733,False
m54312U_200818_234926/23070722/ccs,GENOME,4686-5465,"['6/23070722/ccs___0l', '6/23070722/ccs___0r']","['gn', 'gn']",13397,3557733,False
m54312U_200818_234926/142084275/ccs,GENOME,245-1024,"['/142084275/ccs___0l', '/142084275/ccs___0r']","['gn', 'gn']",18640,3557731,False
m54312U_200818_234926/42010094/ccs,GENOME,1122-1900,"['6/42010094/ccs___0l', '6/42010094/ccs___0r']","['gn', 'gn']",9984,3557730,False
m54312U_200818_234926/109904463/ccs,partialRead,11123-11917,['/109904463/ccs___0l'],['gn'],11922,3557733,False
