read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200807_012324/19662514/ccs,GENOME,5764-6539,"['4/19662514/ccs___0l', '4/19662514/ccs___0r']","['gn', 'gn']",8469,1372693,False
m54312U_200807_012324/74319241/ccs,partialRead,8347-9122,['4/74319241/ccs___0l'],['gn'],9126,1372693,False
m54312U_200807_012324/171246131/ccs,GENOME,6644-7419,"['/171246131/ccs___0l', '/171246131/ccs___0r']","['gn', 'gn']",8913,1372693,False
m54312U_200807_012324/123602701/ccs,GENOME,1521-2296,"['/123602701/ccs___0l', '/123602701/ccs___0r']","['gn', 'gn']",11878,1372693,False
m54312U_200807_012324/136316858/ccs,GENOME,4804-5579,"['/136316858/ccs___0l', '/136316858/ccs___0r']","['gn', 'gn']",8594,1372693,False
m54312U_200807_012324/8194343/ccs,COINTEGRATE,120-895,"['24/8194343/ccs___0l', '24/8194343/ccs___0r']","['pl', 'gn']",9505,1372693,False
m54312U_200807_012324/117835416/ccs,GENOME,187-962,"['/117835416/ccs___0l', '/117835416/ccs___0r']","['gn', 'gn']",12624,1372693,False
m54312U_200807_012324/157354809/ccs,GENOME,7009-7784,"['/157354809/ccs___0l', '/157354809/ccs___0r']","['gn', 'gn']",10121,1372692,False
m54312U_200807_012324/36178576/ccs,GENOME,1028-1803,"['4/36178576/ccs___0l', '4/36178576/ccs___0r']","['gn', 'gn']",15416,1372693,False
m54312U_200807_012324/143393410/ccs,partialRead,8961-9736,['/143393410/ccs___0l'],['gn'],9745,1372693,False
m54312U_200807_012324/72026973/ccs,GENOME,12567-13342,"['4/72026973/ccs___0l', '4/72026973/ccs___0r']","['gn', 'gn']",13959,1372693,False
m54312U_200807_012324/72024876/ccs,GENOME,3115-3890,"['4/72024876/ccs___0l', '4/72024876/ccs___0r']","['gn', 'gn']",9207,1372693,False
m54312U_200807_012324/21889557/ccs,COINTEGRATE,243-1018,"['4/21889557/ccs___0l', '4/21889557/ccs___0r']","['pl', 'gn']",11738,1372693,False
m54312U_200807_012324/89720992/ccs,partialRead,10-785,['4/89720992/ccs___0r'],['gn'],9857,1372693,False
m54312U_200807_012324/89392164/ccs,GENOME,8703-9478,"['4/89392164/ccs___0l', '4/89392164/ccs___0r']","['gn', 'gn']",11888,1372693,False
m54312U_200807_012324/71371498/ccs,GENOME,3693-4468,"['4/71371498/ccs___0l', '4/71371498/ccs___0r']","['gn', 'gn']",10056,1372693,False
m54312U_200807_012324/39848283/ccs,GENOME,6973-7748,"['4/39848283/ccs___0l', '4/39848283/ccs___0r']","['gn', 'gn']",8258,1372693,False
m54312U_200807_012324/71174869/ccs,GENOME,3140-3915,"['4/71174869/ccs___0l', '4/71174869/ccs___0r']","['gn', 'gn']",12967,1372693,False
m54312U_200807_012324/57214264/ccs,partialRead,8307-9082,['4/57214264/ccs___0l'],['gn'],9089,1372693,False
m54312U_200807_012324/57084139/ccs,GENOME,2009-2784,"['4/57084139/ccs___0l', '4/57084139/ccs___0r']","['gn', 'gn']",10979,1372693,False
m54312U_200807_012324/29558184/ccs,partialRead,11593-12368,['4/29558184/ccs___0l'],['gn'],12382,1372693,False
m54312U_200807_012324/83886814/ccs,GENOME,6531-7306,"['4/83886814/ccs___0l', '4/83886814/ccs___0r']","['gn', 'gn']",9364,1372693,False
m54312U_200807_012324/93063335/ccs,GENOME,9407-10182,"['4/93063335/ccs___0l', '4/93063335/ccs___0r']","['gn', 'gn']",12897,1372693,False
m54312U_200807_012324/34013405/ccs,partialRead,11122-11897,['4/34013405/ccs___0l'],['gn'],11901,1372693,False
m54312U_200807_012324/47383950/ccs,GENOME,3500-4276,"['4/47383950/ccs___0l', '4/47383950/ccs___0r']","['gn', 'gn']",10353,1372693,False
m54312U_200807_012324/110626188/ccs,partialRead,4-780,['/110626188/ccs___0r'],['gn'],11855,1372693,False
m54312U_200807_012324/114427390/ccs,GENOME,54-830,"['/114427390/ccs___0l', '/114427390/ccs___0r']","['gn', 'gn']",16849,1372693,False
m54312U_200807_012324/23070316/ccs,GENOME,1362-2138,"['4/23070316/ccs___0l', '4/23070316/ccs___0r']","['gn', 'gn']",11480,1372693,False
m54312U_200807_012324/46138147/ccs,partialRead,15724-16500,['4/46138147/ccs___0l'],['gn'],16509,1372693,False
m54312U_200807_012324/41420916/ccs,GENOME,6721-7497,"['4/41420916/ccs___0l', '4/41420916/ccs___0r']","['gn', 'gn']",17169,1372693,False
m54312U_200807_012324/139724612/ccs,GENOME,4717-5493,"['/139724612/ccs___0l', '/139724612/ccs___0r']","['gn', 'gn']",9875,1372694,False
m54312U_200807_012324/165283819/ccs,GENOME,2410-3186,"['/165283819/ccs___0l', '/165283819/ccs___0r']","['gn', 'gn']",12631,1372693,False
m54312U_200807_012324/161285743/ccs,GENOME,6106-6882,"['/161285743/ccs___0l', '/161285743/ccs___0r']","['gn', 'gn']",13662,1372693,False
m54312U_200807_012324/165020751/ccs,GENOME,5475-6251,"['/165020751/ccs___0l', '/165020751/ccs___0r']","['gn', 'gn']",9399,1372693,False
m54312U_200807_012324/75432650/ccs,GENOME,9965-10741,"['4/75432650/ccs___0l', '4/75432650/ccs___0r']","['gn', 'gn']",12224,1372693,False
m54312U_200807_012324/142149791/ccs,partialRead,4-780,['/142149791/ccs___0r'],['gn'],11585,1372693,False
m54312U_200807_012324/43125257/ccs,GENOME,1367-2143,"['4/43125257/ccs___0l', '4/43125257/ccs___0r']","['gn', 'gn']",7155,1372693,False
m54312U_200807_012324/32639588/ccs,GENOME,5706-6480,"['4/32639588/ccs___0l', '4/32639588/ccs___0r']","['gn', 'gn']",14730,1372693,False
m54312U_200807_012324/148898292/ccs,GENOME,9167-9941,"['/148898292/ccs___0l', '/148898292/ccs___0r']","['gn', 'gn']",12833,1372693,False
m54312U_200807_012324/149227555/ccs,GENOME,8618-9395,"['/149227555/ccs___0l', '/149227555/ccs___0r']","['gn', 'gn']",10221,1372694,False
m54312U_200807_012324/162137038/ccs,partialRead,6-783,['/162137038/ccs___0r'],['gn'],9056,1372693,False
m54312U_200807_012324/127272571/ccs,GENOME,6168-6945,"['/127272571/ccs___0l', '/127272571/ccs___0r']","['gn', 'gn']",9584,1372693,False
m54312U_200807_012324/112526860/ccs,GENOME,12942-13719,"['/112526860/ccs___0l', '/112526860/ccs___0r']","['gn', 'gn']",14296,1372693,False
m54312U_200807_012324/115737206/ccs,partialRead,9-786,['/115737206/ccs___0r'],['gn'],15949,1372693,False
m54312U_200807_012324/163316208/ccs,partialRead,7868-8643,['/163316208/ccs___0l'],['gn'],8647,1372693,False
m54312U_200807_012324/15664625/ccs,GENOME,3306-4084,"['4/15664625/ccs___0l', '4/15664625/ccs___0r']","['gn', 'gn']",16341,1372693,False
m54312U_200807_012324/176423471/ccs,GENOME,13132-13909,"['/176423471/ccs___0l', '/176423471/ccs___0r']","['gn', 'gn']",14368,1372693,False
m54312U_200807_012324/43057495/ccs,GENOME,413-1189,"['4/43057495/ccs___0l', '4/43057495/ccs___0r']","['gn', 'gn']",10146,1372693,False
m54312U_200807_012324/74975197/ccs,partialRead,7155-7931,['4/74975197/ccs___0l'],['gn'],7935,1372693,False
m54312U_200807_012324/159255115/ccs,partialRead,4-780,['/159255115/ccs___0r'],['gn'],12161,1372693,False
m54312U_200807_012324/146213403/ccs,GENOME,9998-10777,"['/146213403/ccs___0l', '/146213403/ccs___0r']","['gn', 'gn']",11017,1372693,False
m54312U_200807_012324/140509902/ccs,GENOME,2990-3767,"['/140509902/ccs___0l', '/140509902/ccs___0r']","['gn', 'gn']",10119,1372693,False
m54312U_200807_012324/170658142/ccs,GENOME,1786-2561,"['/170658142/ccs___0l', '/170658142/ccs___0r']","['gn', 'gn']",8416,1372694,False
m54312U_200807_012324/104204488/ccs,partialRead,13571-14344,['/104204488/ccs___0l'],['gn'],14348,1372694,False
m54312U_200807_012324/25823134/ccs,GENOME,4025-4801,"['4/25823134/ccs___0l', '4/25823134/ccs___0r']","['gn', 'gn']",11500,1372693,False
m54312U_200807_012324/66258936/ccs,partialRead,7-784,['4/66258936/ccs___0r'],['gn'],8790,1372693,False
m54312U_200807_012324/166723850/ccs,partialRead,9-789,['/166723850/ccs___0r'],['unknown'],11766,,False
m54312U_200807_012324/143852813/ccs,GENOME,3938-4718,"['/143852813/ccs___0l', '/143852813/ccs___0r']","['gn', 'gn']",7545,1372693,False
m54312U_200807_012324/65276100/ccs,GENOME,3498-4281,"['4/65276100/ccs___0l', '4/65276100/ccs___0r']","['gn', 'gn']",10113,1372693,False
m54312U_200807_012324/77398388/ccs,GENOME,7539-8317,"['4/77398388/ccs___0l', '4/77398388/ccs___0r']","['gn', 'gn']",13977,1372693,False
m54312U_200807_012324/30671203/ccs,GENOME,3578-4359,"['4/30671203/ccs___0l', '4/30671203/ccs___0r']","['gn', 'gn']",11852,1372693,False
m54312U_200807_012324/82116670/ccs,GENOME,4900-5679,"['4/82116670/ccs___0l', '4/82116670/ccs___0r']","['gn', 'gn']",10361,1372693,False
m54312U_200807_012324/94569653/ccs,GENOME,961-1745,"['4/94569653/ccs___0l', '4/94569653/ccs___0r']","['gn', 'gn']",7348,1372693,False
m54312U_200807_012324/172820486/ccs,COINTEGRATE,173-950,"['/172820486/ccs___0l', '/172820486/ccs___0r']","['pl', 'gn']",18809,1372693,False
m54312U_200807_012324/66126193/ccs,GENOME,4922-5700,"['4/66126193/ccs___0l', '4/66126193/ccs___0r']","['gn', 'gn']",11314,1372693,False
m54312U_200807_012324/25625550/ccs,GENOME,9569-10345,"['4/25625550/ccs___0l', '4/25625550/ccs___0r']","['gn', 'gn']",13855,1372693,False
m54312U_200807_012324/95226280/ccs,partialRead,14151-14937,['4/95226280/ccs___0l'],['gn'],14941,1372693,False
m54312U_200807_012324/2884897/ccs,GENOME,5166-5947,"['24/2884897/ccs___0l', '24/2884897/ccs___0r']","['gn', 'gn']",8859,1372693,False
