read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200818_234926/55510267/ccs,COINTEGRATE,4333-5108,"['6/55510267/ccs___0l', '6/55510267/ccs___0r']","['gn', 'pl']",8243,1372693,False
m54312U_200818_234926/136708639/ccs,COINTEGRATE,5292-6067,"['/136708639/ccs___0l', '/136708639/ccs___0r']","['gn', 'pl']",9429,1372693,False
m54312U_200818_234926/153288996/ccs,COINTEGRATE,7295-8070,"['/153288996/ccs___0l', '/153288996/ccs___0r']","['gn', 'pl']",8887,1372693,False
m54312U_200818_234926/107807675/ccs,COINTEGRATE,2299-3074 _ 6591-7366,"['/107807675/ccs___0l', '/107807675/ccs___0r', '/107807675/ccs___1l', '/107807675/ccs___1r']","['gn', 'pl', 'pl', 'gn']",9233,1372693,False
m54312U_200818_234926/155387300/ccs,COINTEGRATE,6739-7514 _ 11029-11804,"['/155387300/ccs___0l', '/155387300/ccs___0r', '/155387300/ccs___1l', '/155387300/ccs___1r']","['gn', 'pl', 'pl', 'gn']",14308,1372693,False
m54312U_200818_234926/128845293/ccs,COINTEGRATE,998-1773,"['/128845293/ccs___0l', '/128845293/ccs___0r']","['pl', 'gn']",14912,1372693,False
m54312U_200818_234926/143197229/ccs,COINTEGRATE,1467-2243 _ 5760-6535,"['/143197229/ccs___0l', '/143197229/ccs___0r', '/143197229/ccs___1l', '/143197229/ccs___1r']","['gn', 'pl', 'pl', 'gn']",16868,1372693,False
m54312U_200818_234926/52299406/ccs,COINTEGRATE,9603-10378 _ 13901-14679,"['6/52299406/ccs___0l', '6/52299406/ccs___0r', '6/52299406/ccs___1l', '6/52299406/ccs___1r']","['gn', 'pl', 'pl', 'gn']",18059,1372693,False
m54312U_200818_234926/133236849/ccs,COINTEGRATE,4247-5022 _ 8540-9316,"['/133236849/ccs___0l', '/133236849/ccs___0r', '/133236849/ccs___1l', '/133236849/ccs___1r']","['gn', 'pl', 'pl', 'gn']",11043,1372693,False
m54312U_200818_234926/157286465/ccs,COINTEGRATE,3095-3870 _ 7388-8163,"['/157286465/ccs___0l', '/157286465/ccs___0r', '/157286465/ccs___1l', '/157286465/ccs___1r']","['gn', 'pl', 'pl', 'gn']",12864,1372693,False
m54312U_200818_234926/143001905/ccs,COINTEGRATE,2565-3340 _ 6857-7632,"['/143001905/ccs___0l', '/143001905/ccs___0r', '/143001905/ccs___1l', '/143001905/ccs___1r']","['pl', 'pl', 'pl', 'gn']",10461,1372693,True
m54312U_200818_234926/11995733/ccs,COINTEGRATE,13109-13884,"['6/11995733/ccs___0l', '6/11995733/ccs___0r']","['gn', 'pl']",14916,1372693,False
m54312U_200818_234926/130484113/ccs,COINTEGRATE,6443-7218,"['/130484113/ccs___0l', '/130484113/ccs___0r']","['gn', 'pl']",10004,1372694,False
m54312U_200818_234926/61341867/ccs,pl_single,4187-4962,"['6/61341867/ccs___0l', '6/61341867/ccs___0r']","['pl', 'pl']",8281,,False
m54312U_200818_234926/173671030/ccs,COINTEGRATE,1957-2732 _ 6248-7023,"['/173671030/ccs___0l', '/173671030/ccs___0r', '/173671030/ccs___1l', '/173671030/ccs___1r']","['gn', 'pl', 'pl', 'gn']",9555,1372693,False
m54312U_200818_234926/149488782/ccs,COINTEGRATE,513-1288,"['/149488782/ccs___0l', '/149488782/ccs___0r']","['pl', 'gn']",13743,1372693,False
m54312U_200818_234926/8783618/ccs,COINTEGRATE,1753-2527 _ 6043-6818,"['26/8783618/ccs___0l', '26/8783618/ccs___0r', '26/8783618/ccs___1l', '26/8783618/ccs___1r']","['gn', 'pl', 'pl', 'gn']",20513,1372693,False
m54312U_200818_234926/44435460/ccs,COINTEGRATE,4904-5679,"['6/44435460/ccs___0l', '6/44435460/ccs___0r']","['gn', 'pl']",7686,1372693,False
m54312U_200818_234926/94437430/ccs,COINTEGRATE,3900-4675,"['6/94437430/ccs___0l', '6/94437430/ccs___0r']","['gn', 'pl']",8322,1372693,False
m54312U_200818_234926/178521373/ccs,COINTEGRATE,1495-2270,"['/178521373/ccs___0l', '/178521373/ccs___0r']","['pl', 'gn']",7709,1372693,False
m54312U_200818_234926/67963163/ccs,COINTEGRATE,1505-2280,"['6/67963163/ccs___0l', '6/67963163/ccs___0r']","['pl', 'gn']",11297,1372693,False
m54312U_200818_234926/94177009/ccs,COINTEGRATE,2109-2885 _ 6397-7172,"['6/94177009/ccs___0l', '6/94177009/ccs___0r', '6/94177009/ccs___1l', '6/94177009/ccs___1r']","['gn', 'pl', 'pl', 'gn']",11759,1372692,False
m54312U_200818_234926/156306216/ccs,COINTEGRATE,4142-4917,"['/156306216/ccs___0l', '/156306216/ccs___0r']","['pl', 'gn']",16556,1372693,False
m54312U_200818_234926/44106503/ccs,COINTEGRATE,13732-14507,"['6/44106503/ccs___0l', '6/44106503/ccs___0r']","['gn', 'pl']",15651,1372690,False
m54312U_200818_234926/96469843/ccs,COINTEGRATE,939-1714,"['6/96469843/ccs___0l', '6/96469843/ccs___0r']","['pl', 'gn']",11209,1372693,False
m54312U_200818_234926/65406340/ccs,COINTEGRATE,11122-11897,"['6/65406340/ccs___0l', '6/65406340/ccs___0r']","['gn', 'pl']",13037,1372693,False
m54312U_200818_234926/132123307/ccs,COINTEGRATE,16496-17271,"['/132123307/ccs___0l', '/132123307/ccs___0r']","['gn', 'pl']",18309,1372693,False
m54312U_200818_234926/136906679/ccs,COINTEGRATE,3825-4601 _ 8118-8893,"['/136906679/ccs___0l', '/136906679/ccs___0r', '/136906679/ccs___1l', '/136906679/ccs___1r']","['gn', 'pl', 'pl', 'gn']",13550,1372693,False
m54312U_200818_234926/136774775/ccs,COINTEGRATE,2270-3047 _ 6567-7343,"['/136774775/ccs___0l', '/136774775/ccs___0r', '/136774775/ccs___1l', '/136774775/ccs___1r']","['gn', 'pl', 'pl', 'gn']",10641,1372693,False
m54312U_200818_234926/76875179/ccs,pl_single,3099-3875,"['6/76875179/ccs___0l', '6/76875179/ccs___0r']","['pl', 'pl']",7965,,False
m54312U_200818_234926/127010130/ccs,COINTEGRATE,8432-9208,"['/127010130/ccs___0l', '/127010130/ccs___0r']","['gn', 'pl']",10846,1372693,False
m54312U_200818_234926/116983378/ccs,COINTEGRATE,114-890 _ 4411-5188,"['/116983378/ccs___0l', '/116983378/ccs___0r', '/116983378/ccs___1l', '/116983378/ccs___1r']","['gn', 'pl', 'pl', 'gn']",9830,1372693,False
m54312U_200818_234926/64227353/ccs,COINTEGRATE,4064-4840,"['6/64227353/ccs___0l', '6/64227353/ccs___0r']","['gn', 'pl']",8354,1372693,False
m54312U_200818_234926/51120046/ccs,COINTEGRATE,12660-13436 _ 16959-17740,"['6/51120046/ccs___0l', '6/51120046/ccs___0r', '6/51120046/ccs___1l', '6/51120046/ccs___1r']","['gn', 'pl', 'pl', 'gn']",18467,1372693,False
m54312U_200818_234926/36571988/ccs,COINTEGRATE,4077-4851 _ 8366-9142,"['6/36571988/ccs___0l', '6/36571988/ccs___0r', '6/36571988/ccs___1l', '6/36571988/ccs___1r']","['gn', 'pl', 'pl', 'gn']",13632,1372693,False
m54312U_200818_234926/120915588/ccs,COINTEGRATE,7919-8693,"['/120915588/ccs___0l', '/120915588/ccs___0r']","['gn', 'pl']",11207,1372693,False
m54312U_200818_234926/129370329/ccs,COINTEGRATE,4898-5675,"['/129370329/ccs___0l', '/129370329/ccs___0r']","['gn', 'pl']",9884,1372693,False
m54312U_200818_234926/85919467/ccs,COINTEGRATE,8755-9532,"['6/85919467/ccs___0l', '6/85919467/ccs___0r']","['gn', 'pl']",12069,1372693,False
m54312U_200818_234926/73795685/ccs,COINTEGRATE,1186-1963 _ 5483-6260,"['6/73795685/ccs___0l', '6/73795685/ccs___0r', '6/73795685/ccs___1l', '6/73795685/ccs___1r']","['gn', 'pl', 'pl', 'gn']",7754,1372693,False
m54312U_200818_234926/23658738/ccs,COINTEGRATE,8266-9041,"['6/23658738/ccs___0l', '6/23658738/ccs___0r']","['gn', 'pl']",10448,1372693,False
m54312U_200818_234926/13175349/ccs,COINTEGRATE,7649-8422,"['6/13175349/ccs___0l', '6/13175349/ccs___0r']","['gn', 'pl']",10315,1372692,False
m54312U_200818_234926/82577621/ccs,COINTEGRATE,15676-16454 _ 19975-20752,"['6/82577621/ccs___0l', '6/82577621/ccs___0r', '6/82577621/ccs___1l', '6/82577621/ccs___1r']","['gn', 'pl', 'pl', 'gn']",29834,1372693,False
m54312U_200818_234926/24051859/ccs,COINTEGRATE,4140-4917,"['6/24051859/ccs___0l', '6/24051859/ccs___0r']","['pl', 'gn']",9900,1372693,False
m54312U_200818_234926/125765300/ccs,COINTEGRATE,6300-7075,"['/125765300/ccs___0l', '/125765300/ccs___0r']","['gn', 'pl']",9400,1372693,False
m54312U_200818_234926/128123254/ccs,pl_multi,1307-2084 _ 5604-6378,"['/128123254/ccs___0l', '/128123254/ccs___0r', '/128123254/ccs___1l', '/128123254/ccs___1r']","['pl', 'pl', 'pl', 'pl']",8317,,False
m54312U_200818_234926/142148335/ccs,COINTEGRATE,10230-11009,"['/142148335/ccs___0l', '/142148335/ccs___0r']","['gn', 'pl']",12413,1372693,False
m54312U_200818_234926/123667661/ccs,pl_multi,37-814 _ 4322-5094 _ 8615-9392,"['/123667661/ccs___0r', '/123667661/ccs___1l', '/123667661/ccs___1r', '/123667661/ccs___2l', '/123667661/ccs___2r']","['pl', 'pl', 'pl', 'pl', 'pl']",9625,,False
m54312U_200818_234926/175702909/ccs,COINTEGRATE,4356-5133,"['/175702909/ccs___0l', '/175702909/ccs___0r']","['gn', 'pl']",8433,1372693,False
m54312U_200818_234926/33753121/ccs,GENOME,13813-14588,"['6/33753121/ccs___0l', '6/33753121/ccs___0r']","['gn', 'gn']",17913,1372693,False
m54312U_200818_234926/56426744/ccs,pl_single,6847-7624,"['6/56426744/ccs___0l', '6/56426744/ccs___0r']","['pl', 'pl']",7691,,False
