read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200808_073815/62653089/ccs,COINTEGRATE,3676-4806,"['5/62653089/ccs___0l', '5/62653089/ccs___0r']","['pl', 'gn']",11822,2642852,False
m54312U_200808_073815/17238471/ccs,pl_multi,1754-2884 _ 6422-7552,"['5/17238471/ccs___0l', '5/17238471/ccs___0r', '5/17238471/ccs___1l', '5/17238471/ccs___1r']","['pl', 'pl', 'pl', 'pl']",8975,,False
m54312U_200808_073815/118228105/ccs,GENOME,13711-14841,"['/118228105/ccs___0l', '/118228105/ccs___0r']","['gn', 'gn']",17488,2642857,False
m54312U_200808_073815/8323681/ccs,COINTEGRATE,2573-3703 _ 7238-8369,"['15/8323681/ccs___0l', '15/8323681/ccs___0r', '15/8323681/ccs___1l', '15/8323681/ccs___1r']","['gn', 'pl', 'pl', 'gn']",10584,2642857,False
m54312U_200808_073815/26018334/ccs,COINTEGRATE,7235-8365,"['5/26018334/ccs___0l', '5/26018334/ccs___0r']","['gn', 'pl']",10738,2642852,False
m54312U_200808_073815/114165320/ccs,COINTEGRATE,4554-5684,"['/114165320/ccs___0l', '/114165320/ccs___0r']","['pl', 'gn']",17232,2642853,False
m54312U_200808_073815/118096826/ccs,COINTEGRATE,2293-3423 _ 6960-8090,"['/118096826/ccs___0l', '/118096826/ccs___0r', '/118096826/ccs___1l', '/118096826/ccs___1r']","['gn', 'pl', 'pl', 'gn']",14628,378711,False
m54312U_200808_073815/117967229/ccs,COINTEGRATE,1183-2313,"['/117967229/ccs___0l', '/117967229/ccs___0r']","['pl', 'gn']",11954,2642852,False
m54312U_200808_073815/62326059/ccs,COINTEGRATE,429-1559 _ 5094-6224,"['5/62326059/ccs___0l', '5/62326059/ccs___0r', '5/62326059/ccs___1l', '5/62326059/ccs___1r']","['gn', 'pl', 'pl', 'gn']",12125,2642857,False
m54312U_200808_073815/3606310/ccs,COINTEGRATE,13-1143 _ 4678-5808,"['15/3606310/ccs___0r', '15/3606310/ccs___1l', '15/3606310/ccs___1r']","['pl', 'pl', 'gn']",7525,2642853,False
m54312U_200808_073815/46533117/ccs,COINTEGRATE,3966-5096 _ 8633-9763 _ 13300-14430,"['5/46533117/ccs___0l', '5/46533117/ccs___0r', '5/46533117/ccs___1l', '5/46533117/ccs___1r', '5/46533117/ccs___2l']","['gn', 'pl', 'pl', 'pl', 'pl']",14454,2642852,True
m54312U_200808_073815/102041448/ccs,COINTEGRATE,6797-7927,"['/102041448/ccs___0l', '/102041448/ccs___0r']","['gn', 'pl']",11322,2642850,False
m54312U_200808_073815/179898898/ccs,COINTEGRATE,2718-3848,"['/179898898/ccs___0l', '/179898898/ccs___0r']","['gn', 'pl']",7830,2642857,False
m54312U_200808_073815/21234951/ccs,COINTEGRATE,7062-8192 _ 11727-12858,"['5/21234951/ccs___0l', '5/21234951/ccs___0r', '5/21234951/ccs___1l', '5/21234951/ccs___1r']","['gn', 'pl', 'pl', 'gn']",15728,2642857,False
m54312U_200808_073815/137167397/ccs,COINTEGRATE,6136-7266,"['/137167397/ccs___0l', '/137167397/ccs___0r']","['gn', 'pl']",11394,2642853,False
m54312U_200808_073815/61997128/ccs,COINTEGRATE,3793-4923,"['5/61997128/ccs___0l', '5/61997128/ccs___0r']","['pl', 'gn']",14628,2642857,False
m54312U_200808_073815/129237315/ccs,COINTEGRATE,1296-2426 _ 5962-7092,"['/129237315/ccs___0l', '/129237315/ccs___0r', '/129237315/ccs___1l', '/129237315/ccs___1r']","['gn', 'pl', 'pl', 'gn']",12306,2642857,False
m54312U_200808_073815/179765967/ccs,COINTEGRATE,9429-10559 _ 14095-15225,"['/179765967/ccs___0l', '/179765967/ccs___0r', '/179765967/ccs___1l', '/179765967/ccs___1r']","['gn', 'pl', 'pl', 'gn']",16159,2642852,False
m54312U_200808_073815/133104437/ccs,COINTEGRATE,5524-6654,"['/133104437/ccs___0l', '/133104437/ccs___0r']","['gn', 'pl']",11285,2642852,False
m54312U_200808_073815/94044885/ccs,COINTEGRATE,8985-10115,"['5/94044885/ccs___0l', '5/94044885/ccs___0r']","['gn', 'pl']",12801,2642852,False
m54312U_200808_073815/3082616/ccs,COINTEGRATE,6599-7729 _ 11268-12400,"['15/3082616/ccs___0l', '15/3082616/ccs___0r', '15/3082616/ccs___1l']","['gn', 'pl', 'pl']",12428,3063639,False
m54312U_200808_073815/33685957/ccs,partialRead,11149-12279,['5/33685957/ccs___0l'],['gn'],12306,2642852,False
m54312U_200808_073815/132907831/ccs,COINTEGRATE,3120-4251 _ 7791-8921,"['/132907831/ccs___0l', '/132907831/ccs___0r', '/132907831/ccs___1l', '/132907831/ccs___1r']","['gn', 'pl', 'pl', 'gn']",10111,2642852,False
m54312U_200808_073815/61475037/ccs,COINTEGRATE,11480-12610,"['5/61475037/ccs___0l', '5/61475037/ccs___0r']","['gn', 'pl']",16372,2587203,False
m54312U_200808_073815/160107321/ccs,partialRead,11446-12576,['/160107321/ccs___0l'],['gn'],12608,2642852,False
m54312U_200808_073815/57346021/ccs,COINTEGRATE,8634-9764,"['5/57346021/ccs___0l', '5/57346021/ccs___0r']","['gn', 'pl']",9857,2642857,False
m54312U_200808_073815/81069915/ccs,COINTEGRATE,662-1792 _ 5328-6458,"['5/81069915/ccs___0l', '5/81069915/ccs___0r', '5/81069915/ccs___1l', '5/81069915/ccs___1r']","['gn', 'pl', 'pl', 'gn']",7843,2642852,False
m54312U_200808_073815/112918676/ccs,pl_multi,1231-2361 _ 5898-7028,"['/112918676/ccs___0l', '/112918676/ccs___0r', '/112918676/ccs___1l', '/112918676/ccs___1r']","['pl', 'pl', 'pl', 'pl']",9331,,False
m54312U_200808_073815/32901678/ccs,pl_multi,1658-2788 _ 6324-7454,"['5/32901678/ccs___0l', '5/32901678/ccs___0r', '5/32901678/ccs___1l', '5/32901678/ccs___1r']","['pl', 'pl', 'pl', 'pl']",11093,,False
m54312U_200808_073815/179110707/ccs,COINTEGRATE,1619-2749,"['/179110707/ccs___0l', '/179110707/ccs___0r']","['pl', 'gn']",10516,2642853,False
m54312U_200808_073815/167313513/ccs,COINTEGRATE,13788-14918,"['/167313513/ccs___0l', '/167313513/ccs___0r']","['gn', 'pl']",17394,2642857,False
m54312U_200808_073815/136315479/ccs,GENOME,4171-5301,"['/136315479/ccs___0l', '/136315479/ccs___0r']","['gn', 'gn']",5463,2039293,False
m54312U_200808_073815/136185536/ccs,COINTEGRATE,5164-6294,"['/136185536/ccs___0l', '/136185536/ccs___0r']","['gn', 'pl']",7294,2642852,False
m54312U_200808_073815/132187941/ccs,unknown,4626-5756,"['/132187941/ccs___0l', '/132187941/ccs___0r']","['pl', 'unknown']",12880,,False
m54312U_200808_073815/48958154/ccs,COINTEGRATE,7958-9088,"['5/48958154/ccs___0l', '5/48958154/ccs___0r']","['gn', 'pl']",10585,3201600,False
m54312U_200808_073815/120390175/ccs,COINTEGRATE,3577-4707,"['/120390175/ccs___0l', '/120390175/ccs___0r']","['pl', 'gn']",11981,2642857,False
m54312U_200808_073815/174653962/ccs,COINTEGRATE,2803-3934 _ 7470-8600,"['/174653962/ccs___0l', '/174653962/ccs___0r', '/174653962/ccs___1l', '/174653962/ccs___1r']","['gn', 'pl', 'pl', 'gn']",12209,2642852,False
m54312U_200808_073815/100532292/ccs,COINTEGRATE,5005-6135 _ 9669-10798,"['/100532292/ccs___0l', '/100532292/ccs___0r', '/100532292/ccs___1l', '/100532292/ccs___1r']","['gn', 'pl', 'pl', 'gn']",13996,2642852,False
m54312U_200808_073815/14876679/ccs,COINTEGRATE,2251-3381,"['5/14876679/ccs___0l', '5/14876679/ccs___0r']","['pl', 'gn']",10380,2642852,False
m54312U_200808_073815/155126034/ccs,COINTEGRATE,3400-4530,"['/155126034/ccs___0l', '/155126034/ccs___0r']","['pl', 'gn']",8357,2642857,False
m54312U_200808_073815/5834745/ccs,COINTEGRATE,8311-9442 _ 12982-14112,"['15/5834745/ccs___0l', '15/5834745/ccs___0r', '15/5834745/ccs___1l', '15/5834745/ccs___1r']","['gn', 'pl', 'pl', 'gn']",14906,3123596,False
m54312U_200808_073815/166528369/ccs,COINTEGRATE,15996-17126,"['/166528369/ccs___0l', '/166528369/ccs___0r']","['gn', 'pl']",17379,2642857,False
m54312U_200808_073815/80085215/ccs,COINTEGRATE,4533-5663 _ 9199-10329,"['5/80085215/ccs___0l', '5/80085215/ccs___0r', '5/80085215/ccs___1l', '5/80085215/ccs___1r']","['gn', 'pl', 'pl', 'pl']",14665,2642852,True
m54312U_200808_073815/127601065/ccs,COINTEGRATE,10943-12073,"['/127601065/ccs___0l', '/127601065/ccs___0r']","['gn', 'pl']",14068,2642852,False
m54312U_200808_073815/92408531/ccs,COINTEGRATE,4135-5265,"['5/92408531/ccs___0l', '5/92408531/ccs___0r']","['pl', 'gn']",13811,2642857,False
m54312U_200808_073815/84019998/ccs,COINTEGRATE,5130-6260,"['5/84019998/ccs___0l', '5/84019998/ccs___0r']","['gn', 'pl']",9234,3185815,False
m54312U_200808_073815/1573508/ccs,COINTEGRATE,4343-5473 _ 9014-10145,"['15/1573508/ccs___0l', '15/1573508/ccs___0r', '15/1573508/ccs___1l', '15/1573508/ccs___1r']","['gn', 'pl', 'pl', 'gn']",17736,2642852,False
m54312U_200808_073815/119801300/ccs,COINTEGRATE,958-2088,"['/119801300/ccs___0l', '/119801300/ccs___0r']","['pl', 'gn']",11707,2475103,False
