read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200808_073815/115869757/ccs,COINTEGRATE,3687-4817,"['/115869757/ccs___0l', '/115869757/ccs___0r']","['pl', 'gn']",14196,1356559,False
m54312U_200808_073815/174393349/ccs,GENOME,5325-6455,"['/174393349/ccs___0l', '/174393349/ccs___0r']","['gn', 'gn']",8465,322569,False
m54312U_200808_073815/124257141/ccs,COINTEGRATE,5569-6699,"['/124257141/ccs___0l', '/124257141/ccs___0r']","['gn', 'pl']",8733,3290037,False
m54312U_200808_073815/98043248/ccs,COINTEGRATE,3103-4233,"['5/98043248/ccs___0l', '5/98043248/ccs___0r']","['gn', 'pl']",8264,1356559,False
m54312U_200808_073815/106498641/ccs,COINTEGRATE,4830-5960,"['/106498641/ccs___0l', '/106498641/ccs___0r']","['gn', 'pl']",7038,3245822,False
m54312U_200808_073815/173476171/ccs,COINTEGRATE,9074-10204,"['/173476171/ccs___0l', '/173476171/ccs___0r']","['gn', 'pl']",12401,1356559,False
m54312U_200808_073815/153028618/ccs,COINTEGRATE,4608-5738,"['/153028618/ccs___0l', '/153028618/ccs___0r']","['gn', 'pl']",7335,1356559,False
m54312U_200808_073815/100074062/ccs,COINTEGRATE,3431-4561 _ 8099-9229,"['/100074062/ccs___0l', '/100074062/ccs___0r', '/100074062/ccs___1l', '/100074062/ccs___1r']","['gn', 'pl', 'pl', 'gn']",12705,1356559,False
m54312U_200808_073815/1180546/ccs,COINTEGRATE,3776-4906,"['15/1180546/ccs___0l', '15/1180546/ccs___0r']","['gn', 'pl']",7377,3080086,False
m54312U_200808_073815/120194118/ccs,COINTEGRATE,4598-5728 _ 9264-10394,"['/120194118/ccs___0l', '/120194118/ccs___0r', '/120194118/ccs___1l', '/120194118/ccs___1r']","['gn', 'pl', 'pl', 'gn']",10988,1326253,False
m54312U_200808_073815/36964820/ccs,COINTEGRATE,11993-13123 _ 16662-17790,"['5/36964820/ccs___0l', '5/36964820/ccs___0r', '5/36964820/ccs___1l', '5/36964820/ccs___1r']","['gn', 'pl', 'pl', 'gn']",20826,3481889,False
m54312U_200808_073815/155323162/ccs,COINTEGRATE,7028-8158,"['/155323162/ccs___0l', '/155323162/ccs___0r']","['gn', 'pl']",10402,3733978,False
m54312U_200808_073815/172362043/ccs,COINTEGRATE,4596-5726,"['/172362043/ccs___0l', '/172362043/ccs___0r']","['pl', 'gn']",11862,1542803,False
m54312U_200808_073815/3408051/ccs,COINTEGRATE,4128-5257 _ 8793-9923,"['15/3408051/ccs___0l', '15/3408051/ccs___0r', '15/3408051/ccs___1l', '15/3408051/ccs___1r']","['gn', 'pl', 'pl', 'gn']",11529,4626516,False
m54312U_200808_073815/169019992/ccs,COINTEGRATE,6740-7870,"['/169019992/ccs___0l', '/169019992/ccs___0r']","['gn', 'pl']",9393,488220,False
m54312U_200808_073815/23332112/ccs,COINTEGRATE,2571-3701 _ 7238-8368,"['5/23332112/ccs___0l', '5/23332112/ccs___0r', '5/23332112/ccs___1l', '5/23332112/ccs___1r']","['gn', 'pl', 'pl', 'gn']",12258,1312168,False
m54312U_200808_073815/113314438/ccs,COINTEGRATE,3619-4749,"['/113314438/ccs___0l', '/113314438/ccs___0r']","['pl', 'gn']",8260,1356559,False
m54312U_200808_073815/2294830/ccs,COINTEGRATE,5984-7115 _ 10651-11782,"['15/2294830/ccs___0l', '15/2294830/ccs___0r', '15/2294830/ccs___1l', '15/2294830/ccs___1r']","['gn', 'pl', 'pl', 'gn']",14628,2681488,False
m54312U_200808_073815/95158971/ccs,COINTEGRATE,4571-5702,"['5/95158971/ccs___0l', '5/95158971/ccs___0r']","['gn', 'pl']",6865,1356559,False
m54312U_200808_073815/67961553/ccs,COINTEGRATE,4547-5678,"['5/67961553/ccs___0l', '5/67961553/ccs___0r']","['pl', 'gn']",15541,2160635,False
m54312U_200808_073815/11731412/ccs,COINTEGRATE,3267-4398,"['5/11731412/ccs___0l', '5/11731412/ccs___0r']","['gn', 'pl']",8300,2574021,False
m54312U_200808_073815/108923168/ccs,COINTEGRATE,7197-8328,"['/108923168/ccs___0l', '/108923168/ccs___0r']","['gn', 'pl']",9205,1249643,False
m54312U_200808_073815/102630537/ccs,COINTEGRATE,1808-2939 _ 6477-7611,"['/102630537/ccs___0l', '/102630537/ccs___0r', '/102630537/ccs___1l', '/102630537/ccs___1r']","['gn', 'pl', 'pl', 'gn']",12287,1356559,False
m54312U_200808_073815/164365406/ccs,COINTEGRATE,3363-4492,"['/164365406/ccs___0l', '/164365406/ccs___0r']","['pl', 'gn']",16449,3973366,False
m54312U_200808_073815/55050673/ccs,pl_multi,1977-3109 _ 6648-7783,"['5/55050673/ccs___0l', '5/55050673/ccs___0r', '5/55050673/ccs___1l', '5/55050673/ccs___1r']","['pl', 'pl', 'pl', 'pl']",12324,,False
m54312U_200808_073815/109052942/ccs,COINTEGRATE,2850-3980,"['/109052942/ccs___0l', '/109052942/ccs___0r']","['pl', 'gn']",15291,1356561,False
m54312U_200808_073815/66586323/ccs,COINTEGRATE,1810-2941 _ 6481-7610,"['5/66586323/ccs___0l', '5/66586323/ccs___0r', '5/66586323/ccs___1l', '5/66586323/ccs___1r']","['gn', 'pl', 'pl', 'gn']",16501,1356558,False
m54312U_200808_073815/70386411/ccs,COINTEGRATE,2242-3374,"['5/70386411/ccs___0l', '5/70386411/ccs___0r']","['pl', 'gn']",9349,1356561,False
m54312U_200808_073815/41158899/ccs,COINTEGRATE,7587-8717,"['5/41158899/ccs___0l', '5/41158899/ccs___0r']","['gn', 'pl']",11475,4402505,False
m54312U_200808_073815/96537436/ccs,COINTEGRATE,3542-4672,"['5/96537436/ccs___0l', '5/96537436/ccs___0r']","['pl', 'gn']",12880,3372348,False
m54312U_200808_073815/91687421/ccs,unknown,4506-5638,"['5/91687421/ccs___0l', '5/91687421/ccs___0r']","['gn', 'unknown']",8171,1356561,False
m54312U_200808_073815/25954272/ccs,COINTEGRATE,4707-5844,"['5/25954272/ccs___0l', '5/25954272/ccs___0r']","['gn', 'pl']",10456,202117,False
m54312U_200808_073815/156174759/ccs,COINTEGRATE,4001-5134 _ 8703-9841,"['/156174759/ccs___0l', '/156174759/ccs___0r', '/156174759/ccs___1l', '/156174759/ccs___1r']","['gn', 'pl', 'pl', 'gn']",9912,1356559,False
m54312U_200808_073815/113771139/ccs,COINTEGRATE,1930-3061,"['/113771139/ccs___0l', '/113771139/ccs___0r']","['pl', 'gn']",9502,4155296,False
m54312U_200808_073815/42862949/ccs,COINTEGRATE,8535-9672,"['5/42862949/ccs___0l', '5/42862949/ccs___0r']","['gn', 'pl']",10636,1283032,False
m54312U_200808_073815/70779424/ccs,COINTEGRATE,3735-4868,"['5/70779424/ccs___0l', '5/70779424/ccs___0r']","['gn', 'pl']",9376,1356558,False
m54312U_200808_073815/22021464/ccs,COINTEGRATE,13455-14595,"['5/22021464/ccs___0l', '5/22021464/ccs___0r']","['gn', 'pl']",16021,3876835,False
m54312U_200808_073815/74318528/ccs,COINTEGRATE,7033-8177,"['5/74318528/ccs___0l', '5/74318528/ccs___0r']","['gn', 'pl']",9282,2880935,False
