read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m64019_201211_010738/22151823/ccs,GENOME,3606-4381,"['8/22151823/ccs___0l', '8/22151823/ccs___0r']","['gn', 'gn']",6827,1372693,False
m64019_201211_010738/55706235/ccs,GENOME,5977-6752,"['8/55706235/ccs___0l', '8/55706235/ccs___0r']","['gn', 'gn']",10238,1372693,False
m64019_201211_010738/37225252/ccs,partialRead,3-778,['8/37225252/ccs___0r'],['gn'],14705,1372693,False
m64019_201211_010738/168757734/ccs,partialRead,9-784,['/168757734/ccs___0r'],['gn'],8655,1372693,False
m64019_201211_010738/59114550/ccs,GENOME,2556-3331,"['8/59114550/ccs___0l', '8/59114550/ccs___0r']","['gn', 'gn']",8777,1372693,False
m64019_201211_010738/10291068/ccs,GENOME,497-1272,"['8/10291068/ccs___0l', '8/10291068/ccs___0r']","['gn', 'gn']",8051,1372694,False
m64019_201211_010738/91685528/ccs,GENOME,6157-6932,"['8/91685528/ccs___0l', '8/91685528/ccs___0r']","['gn', 'gn']",7354,1372693,False
m64019_201211_010738/91620031/ccs,GENOME,4948-5723,"['8/91620031/ccs___0l', '8/91620031/ccs___0r']","['gn', 'gn']",9863,1372693,False
m64019_201211_010738/29493384/ccs,GENOME,3672-4447,"['8/29493384/ccs___0l', '8/29493384/ccs___0r']","['gn', 'gn']",8288,1372693,False
m64019_201211_010738/91489542/ccs,GENOME,1436-2211,"['8/91489542/ccs___0l', '8/91489542/ccs___0r']","['gn', 'gn']",11435,1372693,False
m64019_201211_010738/120129009/ccs,partialRead,8922-9697,['/120129009/ccs___0l'],['gn'],9706,1372693,False
m64019_201211_010738/106039013/ccs,GENOME,4863-5638,"['/106039013/ccs___0l', '/106039013/ccs___0r']","['gn', 'gn']",7943,1372693,False
m64019_201211_010738/142345094/ccs,GENOME,893-1668,"['/142345094/ccs___0l', '/142345094/ccs___0r']","['gn', 'gn']",16768,1372693,False
m64019_201211_010738/62064656/ccs,GENOME,4369-5144,"['8/62064656/ccs___0l', '8/62064656/ccs___0r']","['gn', 'gn']",14846,1372693,False
m64019_201211_010738/168101454/ccs,GENOME,805-1580,"['/168101454/ccs___0l', '/168101454/ccs___0r']","['gn', 'gn']",11027,1372693,False
m64019_201211_010738/149358412/ccs,GENOME,2825-3600,"['/149358412/ccs___0l', '/149358412/ccs___0r']","['gn', 'gn']",10567,1372693,False
m64019_201211_010738/54788396/ccs,GENOME,1346-2121,"['8/54788396/ccs___0l', '8/54788396/ccs___0r']","['gn', 'gn']",6943,1372693,False
m64019_201211_010738/134350094/ccs,GENOME,8438-9213,"['/134350094/ccs___0l', '/134350094/ccs___0r']","['gn', 'gn']",9498,1372693,False
m64019_201211_010738/105581160/ccs,partialRead,7-782,['/105581160/ccs___0r'],['gn'],11628,1372693,False
m64019_201211_010738/163908092/ccs,GENOME,4267-5042,"['/163908092/ccs___0l', '/163908092/ccs___0r']","['gn', 'gn']",9980,1372693,False
m64019_201211_010738/101647304/ccs,GENOME,5436-6211,"['/101647304/ccs___0l', '/101647304/ccs___0r']","['gn', 'gn']",15843,1372693,False
m64019_201211_010738/54397317/ccs,GENOME,2955-3730,"['8/54397317/ccs___0l', '8/54397317/ccs___0r']","['gn', 'gn']",16520,1372693,False
m64019_201211_010738/58065858/ccs,partialRead,8574-9349,['8/58065858/ccs___0l'],['gn'],9354,1372694,False
m64019_201211_010738/5178910/ccs,GENOME,6998-7773,"['38/5178910/ccs___0l', '38/5178910/ccs___0r']","['gn', 'gn']",8410,1372693,False
m64019_201211_010738/97847179/ccs,partialRead,6931-7706,['8/97847179/ccs___0l'],['gn'],7713,1372693,False
m64019_201211_010738/75958135/ccs,GENOME,6067-6842,"['8/75958135/ccs___0l', '8/75958135/ccs___0r']","['gn', 'gn']",7526,1372693,False
m64019_201211_010738/137561496/ccs,GENOME,7216-7991,"['/137561496/ccs___0l', '/137561496/ccs___0r']","['gn', 'gn']",8994,1372694,False
m64019_201211_010738/86640032/ccs,partialRead,6448-7223,['8/86640032/ccs___0l'],['gn'],7249,1372693,False
m64019_201211_010738/152240274/ccs,GENOME,9718-10493,"['/152240274/ccs___0l', '/152240274/ccs___0r']","['gn', 'gn']",11670,1372697,False
