read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200818_234926/137759553/ccs,pl_multi,2697-3861 _ 7396-8559 _ 12093-13255,"['/137759553/ccs___0l', '/137759553/ccs___0r', '/137759553/ccs___1l', '/137759553/ccs___1r', '/137759553/ccs___2l', '/137759553/ccs___2r']","['pl', 'pl', 'pl', 'pl', 'pl', 'pl']",17817,,False
m54312U_200818_234926/36112155/ccs,pl_single,3700-4864,"['6/36112155/ccs___0l', '6/36112155/ccs___0r']","['pl', 'pl']",9288,,False
m54312U_200818_234926/14418041/ccs,pl_multi,90-1253 _ 4790-5954 _ 9490-10654,"['6/14418041/ccs___0l', '6/14418041/ccs___0r', '6/14418041/ccs___1l', '6/14418041/ccs___1r', '6/14418041/ccs___2l', '6/14418041/ccs___2r']","['pl', 'pl', 'pl', 'pl', 'pl', 'pl']",13018,,False
m54312U_200818_234926/117440952/ccs,GENOME,12301-13465,"['/117440952/ccs___0l', '/117440952/ccs___0r']","['gn', 'gn']",14387,1356564,False
m54312U_200818_234926/73073846/ccs,GENOME,9195-10359,"['6/73073846/ccs___0l', '6/73073846/ccs___0r']","['gn', 'gn']",15679,888917,False
m54312U_200818_234926/49873587/ccs,GENOME,20276-21440,"['6/49873587/ccs___0l', '6/49873587/ccs___0r']","['gn', 'gn']",21886,4358602,False
m54312U_200818_234926/147327345/ccs,pl_multi,4078-5243 _ 8778-9942,"['/147327345/ccs___0l', '/147327345/ccs___0r', '/147327345/ccs___1l', '/147327345/ccs___1r']","['pl', 'pl', 'pl', 'pl']",14593,,False
m54312U_200818_234926/172098857/ccs,pl_multi,3987-5151 _ 8692-9857,"['/172098857/ccs___0l', '/172098857/ccs___0r', '/172098857/ccs___1l', '/172098857/ccs___1r']","['pl', 'pl', 'pl', 'pl']",12125,,False
m54312U_200818_234926/179570131/ccs,pl_multi,1961-3127 _ 6664-7828,"['/179570131/ccs___0l', '/179570131/ccs___0r', '/179570131/ccs___1l', '/179570131/ccs___1r']","['pl', 'pl', 'pl', 'pl']",9358,,False
m54312U_200818_234926/100140608/ccs,pl_multi,2277-3441 _ 6976-8140,"['/100140608/ccs___0l', '/100140608/ccs___0r', '/100140608/ccs___1l', '/100140608/ccs___1r']","['pl', 'pl', 'pl', 'pl']",11248,,False
m54312U_200818_234926/56231550/ccs,GENOME,3029-4193,"['6/56231550/ccs___0l', '6/56231550/ccs___0r']","['gn', 'gn']",9223,1356559,False
m54312U_200818_234926/69469326/ccs,COINTEGRATE,9242-10406,"['6/69469326/ccs___0l', '6/69469326/ccs___0r']","['gn', 'pl']",11086,1356559,False
m54312U_200818_234926/28574488/ccs,GENOME,3395-4559,"['6/28574488/ccs___0l', '6/28574488/ccs___0r']","['gn', 'gn']",12630,1356559,False
m54312U_200818_234926/168101941/ccs,pl_multi,3531-4695 _ 8230-9394,"['/168101941/ccs___0l', '/168101941/ccs___0r', '/168101941/ccs___1l', '/168101941/ccs___1r']","['pl', 'pl', 'pl', 'pl']",11784,,False
m54312U_200818_234926/93128229/ccs,COINTEGRATE,7647-8811,"['6/93128229/ccs___0l', '6/93128229/ccs___0r']","['gn', 'pl']",10108,1356559,False
m54312U_200818_234926/5832867/ccs,pl_single,3631-4795 _ 8329-9493,"['26/5832867/ccs___0l', '26/5832867/ccs___0r', '26/5832867/ccs___1l']","['pl', 'pl', 'pl']",9506,,False
