read_id,type,hsps,ends,types,read_length,genome_location,is_multi_coint
m54312U_200807_012324/159778433/ccs,GENOME,4564-5339,"['/159778433/ccs___0l', '/159778433/ccs___0r']","['gn', 'gn']",8023,1372693,False
m54312U_200807_012324/16254268/ccs,COINTEGRATE,3049-3824,"['4/16254268/ccs___0l', '4/16254268/ccs___0r']","['gn', 'pl']",7134,1372693,False
m54312U_200807_012324/27002476/ccs,GENOME,3946-4721,"['4/27002476/ccs___0l', '4/27002476/ccs___0r']","['gn', 'gn']",9032,1372693,False
m54312U_200807_012324/113311893/ccs,GENOME,7469-8244,"['/113311893/ccs___0l', '/113311893/ccs___0r']","['gn', 'gn']",11216,1372693,False
m54312U_200807_012324/80479246/ccs,GENOME,2602-3377,"['4/80479246/ccs___0l', '4/80479246/ccs___0r']","['gn', 'gn']",7919,1372693,False
m54312U_200807_012324/58982559/ccs,GENOME,1790-2565,"['4/58982559/ccs___0l', '4/58982559/ccs___0r']","['gn', 'gn']",11186,1372693,False
m54312U_200807_012324/163184871/ccs,GENOME,1156-1931,"['/163184871/ccs___0l', '/163184871/ccs___0r']","['gn', 'gn']",7807,1372693,False
m54312U_200807_012324/96077390/ccs,GENOME,5079-5854,"['4/96077390/ccs___0l', '4/96077390/ccs___0r']","['gn', 'gn']",13385,1372693,False
m54312U_200807_012324/90703623/ccs,GENOME,2567-3342,"['4/90703623/ccs___0l', '4/90703623/ccs___0r']","['gn', 'gn']",8797,1372693,False
m54312U_200807_012324/68880758/ccs,GENOME,7770-8545,"['4/68880758/ccs___0l', '4/68880758/ccs___0r']","['gn', 'gn']",10604,1372693,False
m54312U_200807_012324/137494854/ccs,GENOME,9023-9798,"['/137494854/ccs___0l', '/137494854/ccs___0r']","['gn', 'gn']",14185,1372693,False
m54312U_200807_012324/30998575/ccs,GENOME,1926-2701,"['4/30998575/ccs___0l', '4/30998575/ccs___0r']","['gn', 'gn']",12422,1372693,False
